time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.305819,0.002018,6.000000,1.108775,-35.819000,3058.185091,845.702248
0.002,0.611437,0.004035,6.000000,1.105418,-35.734443,3056.183275,844.890249
0.003,0.916854,0.006051,6.000000,1.102482,-35.649967,3054.167009,844.074842
0.004,1.222056,0.008066,6.000000,1.103165,-35.565572,3052.020591,843.224066
0.005,1.527055,0.010079,6.000000,1.100513,-35.481262,3049.995762,842.407495
0.006,1.831806,0.012090,6.000000,1.110760,-35.397035,3047.504567,841.462743
0.007,2.136345,0.014100,6.000000,1.110573,-35.312901,3045.392242,840.623278
0.008,2.440685,0.016109,6.000000,1.106990,-35.228852,3043.403823,839.818616
0.009,2.744802,0.018116,6.000000,1.110140,-35.144882,3041.172135,838.947424
0.010,3.048698,0.020121,6.000000,1.112894,-35.061000,3038.955640,838.081061
0.011,3.352408,0.022126,6.000000,1.105631,-34.977205,3037.103333,837.315737
0.012,3.655907,0.024129,6.000000,1.105631,-34.893486,3034.988308,836.478549
0.013,3.959195,0.026131,6.000000,1.105631,-34.809851,3032.874114,835.642197
0.014,4.262242,0.028131,6.000000,1.113605,-34.726300,3030.471271,834.726946
0.015,4.565069,0.030129,6.000000,1.115924,-34.642840,3028.274642,833.869156
0.016,4.867692,0.032127,6.000000,1.114230,-34.559465,3026.224609,833.052347
0.017,5.170072,0.034122,6.000000,1.122754,-34.476173,3023.804143,832.134186
0.018,5.472214,0.036117,6.000000,1.130206,-34.392972,3021.423472,831.227654
0.019,5.774145,0.038109,6.000000,1.130439,-34.309862,3019.306169,830.394225
0.020,6.075864,0.040101,6.000000,1.130643,-34.226835,3017.190765,829.561921
0.021,6.377371,0.042091,6.000000,1.130976,-34.143891,3015.071470,828.729150
0.022,6.678644,0.044079,6.000000,1.137395,-34.061031,3012.731534,827.836354
0.023,6.979732,0.046066,6.000000,1.130441,-33.978259,3010.879287,827.078181
0.024,7.280678,0.048052,6.000000,1.111795,-33.895564,3009.453633,826.437691
0.025,7.581449,0.050038,6.000000,1.101775,-33.812933,3007.714531,825.711578
0.026,7.882047,0.052022,6.000000,1.091637,-33.730374,3005.980516,824.987366
0.027,8.182439,0.054004,6.000000,1.090434,-33.647888,3003.921685,824.174540
0.028,8.482621,0.055985,6.000000,1.090434,-33.565483,3001.819802,823.350490
0.029,8.782593,0.057965,6.000000,1.090434,-33.483160,2999.718759,822.527263
0.030,9.082437,0.059944,6.000000,1.067852,-33.400919,2998.442340,821.930674
0.031,9.382085,0.061922,6.000000,1.064125,-33.318739,2996.478641,821.146133
0.032,9.681561,0.063898,6.000000,1.053813,-33.236636,2994.756180,820.428239
0.033,9.980860,0.065874,6.000000,1.044796,-33.154606,2992.987203,819.698102
0.034,10.279954,0.067848,6.000000,1.043195,-33.072648,2990.948161,818.894533
0.035,10.578845,0.069820,6.000000,1.041795,-32.990771,2988.902607,818.089756
0.036,10.877448,0.071791,6.000000,1.063056,-32.908974,2986.029771,817.059187
0.037,11.175832,0.073760,6.000000,1.065444,-32.827281,2983.847770,816.218371
0.038,11.474046,0.075729,6.000000,1.054965,-32.745671,2982.137122,815.507059
0.039,11.772015,0.077695,6.000000,1.064653,-32.664132,2979.689618,814.594796
0.040,12.069744,0.079660,6.000000,1.073123,-32.582685,2977.287543,813.695618
0.041,12.367362,0.081625,6.000000,1.046181,-32.501328,2976.182487,813.151471
0.042,12.664755,0.083587,6.000000,1.050689,-32.420025,2973.926696,812.293355
0.043,12.961947,0.085549,6.000000,1.048348,-32.338807,2971.922624,811.504595
0.044,13.258938,0.087509,6.000000,1.046301,-32.257669,2969.908612,810.713681
0.045,13.555704,0.089468,6.000000,1.050794,-32.176610,2967.655772,809.858154
0.046,13.852302,0.091425,6.000000,1.039308,-32.095636,2965.989516,809.163273
0.047,14.148742,0.093382,6.000000,1.025831,-32.014731,2964.397089,808.489005
0.048,14.444947,0.095337,6.000000,1.032897,-31.933895,2962.052000,807.609978
0.049,14.740875,0.097290,6.000000,1.051641,-31.853145,2959.279335,806.615046
0.050,15.036604,0.099242,6.000000,1.049180,-31.772496,2957.285790,805.833159
0.051,15.332093,0.101192,6.000000,1.057714,-31.691925,2954.889489,804.942109
0.052,15.627339,0.103140,6.000000,1.067056,-31.611442,2952.464374,804.043862
0.053,15.922478,0.105088,6.000000,1.039660,-31.531050,2951.389584,803.513895
0.054,16.217390,0.107035,6.000000,1.044988,-31.450710,2949.113201,802.657221
0.055,16.512076,0.108980,6.000000,1.049646,-31.370456,2946.862300,801.808098
0.056,16.806562,0.110923,6.000000,1.047436,-31.290287,2944.864786,801.028510
0.057,17.100917,0.112866,6.000000,1.026654,-31.210196,2943.551084,800.435420
0.058,17.394950,0.114807,6.000000,1.057764,-31.130164,2940.329303,799.324006
0.059,17.688788,0.116746,6.000000,1.054534,-31.050244,2938.372083,798.557102
0.060,17.982451,0.118684,6.000000,1.045426,-30.970400,2936.632028,797.849738
0.061,18.275913,0.120621,6.000000,1.043746,-30.890627,2934.619321,797.068804
0.062,18.569173,0.122557,6.000000,1.042277,-30.810931,2932.599688,796.286539
0.063,18.862278,0.124491,6.000000,1.028094,-30.731314,2931.049319,795.632208
0.064,19.155127,0.126424,6.000000,1.041158,-30.651763,2928.495641,794.706046
0.065,19.447797,0.128355,6.000000,1.033731,-30.572304,2926.698207,793.985724
0.066,19.740307,0.130286,6.000000,1.020955,-30.492917,2925.098857,793.319621
0.067,20.032651,0.132215,6.000000,1.009784,-30.413597,2923.441093,792.638128
