File,u_amp,K,T,L
step_response_0.8V.csv,121.212121,0.0175029979507211,0.0986438973056865,0
step_response_1.6V.csv,242.424242,0.0308500701955339,0.127751629840114,0
step_response_2.4V.csv,363.636364000003,0.0347401738828345,0.142379198968976,0
step_response_3.2V.csv,484.848485000004,0.0330555349532912,0.178127210741445,0
