time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.178153,0.001176,4.000000,-0.010189,-6.600000,1781.533069,476.203789
0.002,0.356141,0.002351,4.000000,-0.022928,-6.552392,1779.875130,475.506415
0.003,0.533951,0.003524,4.000000,-0.034067,-6.504854,1778.099341,474.778419
0.004,0.711573,0.004696,4.000000,-0.043805,-6.457389,1776.220761,474.023885
0.005,0.889013,0.005867,4.000000,-0.054271,-6.409999,1774.398861,473.285405
0.006,1.066205,0.007037,4.000000,-0.055988,-6.362684,1771.922771,472.373437
0.007,1.243142,0.008205,4.000000,-0.056689,-6.315459,1769.372729,471.442952
0.008,1.419740,0.009370,4.000000,-0.046060,-6.268327,1765.974254,470.287740
0.009,1.595950,0.010533,4.000000,-0.029159,-6.221311,1762.107217,469.009385
0.010,1.771741,0.011693,4.000000,-0.007744,-6.174422,1757.903824,467.643317
0.011,1.947415,0.012853,4.000000,-0.026703,-6.127670,1756.740556,467.087467
0.012,2.122816,0.014011,4.000000,-0.024801,-6.080974,1754.009043,466.115486
0.013,2.297851,0.015166,4.000000,-0.010571,-6.034374,1750.351794,464.898903
0.014,2.472629,0.016319,4.000000,-0.010695,-5.987897,1747.778924,463.971842
0.015,2.647244,0.017472,4.000000,-0.023371,-5.941512,1746.154571,463.297649
0.016,2.821670,0.018623,4.000000,-0.032366,-5.895194,1744.254741,462.551209
0.017,2.995865,0.019773,4.000000,-0.036035,-5.848951,1741.955136,461.699727
0.018,3.169828,0.020921,4.000000,-0.039243,-5.802793,1739.623063,460.840726
0.019,3.343411,0.022067,4.000000,-0.023198,-5.756721,1735.839054,459.598389
0.020,3.516775,0.023211,4.000000,-0.028019,-5.710773,1733.635004,458.775852
0.021,3.690078,0.024355,4.000000,-0.053980,-5.664907,1733.031752,458.377752
0.022,3.863037,0.025496,4.000000,-0.042367,-5.619082,1729.587420,457.228965
0.023,4.035663,0.026635,4.000000,-0.032213,-5.573371,1726.256413,456.111662
0.024,4.208108,0.027774,4.000000,-0.042184,-5.527771,1724.452400,455.399104
0.025,4.380173,0.028909,4.000000,-0.025770,-5.482243,1720.651194,454.160255
0.026,4.551826,0.030042,4.000000,-0.005153,-5.436839,1716.534437,452.839836
0.027,4.723231,0.031173,4.000000,-0.005958,-5.391566,1714.045755,451.950499
0.028,4.894386,0.032303,4.000000,-0.006663,-5.346383,1711.551841,451.060916
0.029,5.065196,0.033430,4.000000,0.005288,-5.301289,1708.099509,449.920013
0.030,5.235831,0.034556,4.000000,-0.005103,-5.256308,1706.347322,449.228224
0.031,5.406313,0.035682,4.000000,-0.018481,-5.211397,1704.824292,448.597560
0.032,5.576303,0.036804,4.000000,0.012985,-5.166548,1699.893043,447.071267
0.033,5.746014,0.037924,4.000000,0.016183,-5.121853,1697.116153,446.113385
0.034,5.915404,0.039042,4.000000,0.025263,-5.077253,1693.894163,445.039792
0.035,6.084671,0.040159,4.000000,0.008069,-5.032760,1692.676049,444.493819
0.036,6.253705,0.041274,4.000000,0.005602,-4.988322,1690.337590,443.654398
0.037,6.422571,0.042389,4.000000,-0.005514,-4.943968,1688.660901,442.989628
0.038,6.591287,0.043502,4.000000,-0.018840,-4.899680,1687.154933,442.370404
0.039,6.759791,0.044615,4.000000,-0.024209,-4.855454,1685.043653,441.593261
0.040,6.928031,0.045725,4.000000,-0.022620,-4.811306,1682.403401,440.678515
0.041,7.096009,0.046834,4.000000,-0.021230,-4.767249,1679.780959,439.769591
0.042,7.263587,0.047940,4.000000,-0.001683,-4.723283,1675.773208,438.499324
0.043,7.431115,0.049045,4.000000,-0.028057,-4.679444,1675.280355,438.150032
0.044,7.598520,0.050150,4.000000,-0.044834,-4.635640,1674.054712,437.609489
0.045,7.765739,0.051254,4.000000,-0.053219,-4.591891,1672.188592,436.902197
0.046,7.932667,0.052356,4.000000,-0.047985,-4.548211,1669.281546,435.923918
0.047,8.099105,0.053454,4.000000,-0.016642,-4.504630,1664.376696,434.425435
0.048,8.265384,0.054552,4.000000,-0.028570,-4.461198,1662.792803,433.795363
0.049,8.431301,0.055647,4.000000,-0.013867,-4.417829,1659.168284,432.633917
0.050,8.596918,0.056740,4.000000,-0.007294,-4.374577,1656.170799,431.637411
0.051,8.762338,0.057831,4.000000,-0.014113,-4.331424,1654.204302,430.910744
0.052,8.927451,0.058921,4.000000,-0.006440,-4.288343,1651.126750,429.895666
0.053,9.092282,0.060009,4.000000,-0.002153,-4.245364,1648.312278,428.950348
0.054,9.256874,0.061095,4.000000,-0.003335,-4.202480,1645.921042,428.116308
0.055,9.421143,0.062180,4.000000,0.006504,-4.159679,1642.684401,427.063508
0.056,9.585133,0.063262,4.000000,0.010516,-4.116983,1639.899084,426.129334
0.057,9.748993,0.064343,4.000000,-0.004825,-4.074381,1638.606787,425.584103
0.058,9.912613,0.065423,4.000000,-0.005671,-4.031833,1636.199713,424.750079
0.059,10.075895,0.066501,4.000000,0.006155,-3.989368,1632.818294,423.664267
0.060,10.238957,0.067577,4.000000,0.002771,-3.947012,1630.612817,422.884817
0.061,10.401737,0.068651,4.000000,0.007253,-3.904734,1627.802850,421.949616
0.062,10.564289,0.069724,4.000000,0.004889,-3.862549,1625.524090,421.153213
0.063,10.726709,0.070796,4.000000,-0.009745,-3.820444,1624.195326,420.603786
0.064,10.889030,0.071868,4.000000,-0.028823,-3.778394,1623.211881,420.144343
0.065,11.050977,0.072936,4.000000,-0.012191,-3.736390,1619.469553,418.971623
0.066,11.212629,0.074003,4.000000,-0.005829,-3.694503,1616.524745,418.006640
0.067,11.374042,0.075069,4.000000,-0.006550,-3.652712,1614.130802,417.185240
0.068,11.535216,0.076132,4.000000,-0.007180,-3.611004,1611.732346,416.363671
0.069,11.696149,0.077195,4.000000,-0.007730,-3.569378,1609.330259,415.542161
0.070,11.856698,0.078254,4.000000,0.010216,-3.527833,1605.497210,414.352340
0.071,12.017026,0.079312,4.000000,0.007480,-3.486408,1603.271109,413.578572
0.072,12.177109,0.080369,4.000000,0.007480,-3.445060,1600.835124,412.751614
0.073,12.337101,0.081425,4.000000,-0.012092,-3.403795,1599.920519,412.317733
0.074,12.496898,0.082480,4.000000,-0.018308,-3.362573,1597.970706,411.617630
0.075,12.656494,0.083533,4.000000,-0.023744,-3.321421,1595.962470,410.903302
0.076,12.815934,0.084585,4.000000,-0.034780,-3.280341,1594.391761,410.302405
0.077,12.975130,0.085636,4.000000,-0.034780,-3.239320,1591.965022,409.481997
0.078,13.133921,0.086684,4.000000,-0.013824,-3.198382,1587.910652,408.244120
0.079,13.292370,0.087730,4.000000,-0.000974,-3.157567,1584.490544,407.170816
0.080,13.450441,0.088773,4.000000,0.016545,-3.116860,1580.710043,406.006290
0.081,13.608250,0.089814,4.000000,0.019296,-3.076269,1578.083331,405.139450
0.082,13.765945,0.090855,4.000000,0.002852,-3.035764,1576.955364,404.658248
0.083,13.923653,0.091896,4.000000,-0.029590,-2.995308,1577.076684,404.497971
0.084,14.081053,0.092935,4.000000,-0.021042,-2.954868,1574.001203,403.518195
0.085,14.238252,0.093972,4.000000,-0.026134,-2.914526,1571.993313,402.813189
0.086,14.395344,0.095009,4.000000,-0.043152,-2.874254,1570.919043,402.348123
0.087,14.552312,0.096045,4.000000,-0.058032,-2.834028,1569.679458,401.841215
0.088,14.708905,0.097079,4.000000,-0.040804,-2.793854,1565.932109,400.693153
0.089,14.865230,0.098111,4.000000,-0.037129,-2.753794,1563.247985,399.818465
0.090,15.021290,0.099141,4.000000,-0.033917,-2.713821,1560.602700,398.954760
0.091,15.177090,0.100169,4.000000,-0.031107,-2.673935,1557.991712,398.100856
0.092,15.332532,0.101195,4.000000,-0.016085,-2.634135,1554.426999,397.004392
0.093,15.487784,0.102219,4.000000,-0.022093,-2.594443,1552.513124,396.330720
0.094,15.642885,0.103243,4.000000,-0.033336,-2.554819,1551.011880,395.763106
0.095,15.797825,0.104266,4.000000,-0.043166,-2.515252,1549.401859,395.168370
0.096,15.952545,0.105287,4.000000,-0.045478,-2.475745,1547.204066,394.424453
0.097,16.106995,0.106306,4.000000,-0.041216,-2.436311,1544.492741,393.550549
0.098,16.261059,0.107323,4.000000,-0.022455,-2.396966,1540.645591,392.388407
0.099,16.414728,0.108337,4.000000,-0.002237,-2.357736,1536.687423,391.199446
0.100,16.568120,0.109350,4.000000,0.002875,-2.318625,1533.920189,390.315003
0.101,16.721241,0.110360,4.000000,0.007344,-2.279602,1531.206264,389.445174
0.102,16.874094,0.111369,4.000000,0.011251,-2.240667,1528.539292,388.588316
0.103,17.026713,0.112376,4.000000,0.011251,-2.201817,1526.182602,387.811317
0.104,17.179031,0.113382,4.000000,0.019476,-2.163045,1523.180769,386.871364
0.105,17.331145,0.114386,4.000000,0.015576,-2.124366,1521.137174,386.175808
0.106,17.483100,0.115388,4.000000,0.005882,-2.085757,1519.552521,385.597503
0.107,17.634739,0.116389,4.000000,0.016256,-2.047206,1516.387577,384.619001
0.108,17.786250,0.117389,4.000000,0.002631,-2.008753,1515.118954,384.122442
0.109,17.937592,0.118388,4.000000,-0.005436,-1.970350,1513.413522,383.515709
0.110,18.088656,0.119385,4.000000,0.000078,-1.932007,1510.637972,382.638587
0.111,18.239497,0.120381,4.000000,-0.001385,-1.893752,1508.416327,381.902739
0.112,18.390215,0.121375,4.000000,-0.015231,-1.855570,1507.175766,381.416013
0.113,18.540643,0.122368,4.000000,-0.008083,-1.817437,1504.277269,380.510412
0.114,18.690890,0.123360,4.000000,-0.014804,-1.779395,1502.478642,379.883972
0.115,18.840952,0.124350,4.000000,-0.020680,-1.741415,1500.615398,379.241893
0.116,18.990772,0.125339,4.000000,-0.019534,-1.703499,1498.198492,378.460667
0.117,19.140302,0.126326,4.000000,-0.012249,-1.665662,1495.297925,377.558218
0.118,19.289642,0.127312,4.000000,-0.017581,-1.627914,1493.400110,376.909909
0.119,19.438794,0.128296,4.000000,-0.023108,-1.590232,1491.520036,376.266796
0.120,19.587603,0.129278,4.000000,-0.009091,-1.552613,1488.092089,375.234087
0.121,19.736084,0.130258,4.000000,0.003165,-1.515098,1484.807211,374.238672
0.122,19.884298,0.131236,4.000000,0.007597,-1.477683,1482.146603,373.401712
0.123,20.032405,0.132214,4.000000,-0.007903,-1.440351,1481.071869,372.965078
0.124,20.180336,0.133190,4.000000,-0.014646,-1.403063,1479.303071,372.354176
0.125,20.328083,0.134165,4.000000,-0.020542,-1.365836,1477.469121,371.727547
0.126,20.475540,0.135139,4.000000,-0.013130,-1.328671,1474.579131,370.836027
