time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.148371,0.000979,13.000000,0.163242,62.955200,1483.711737,1100.415582
0.002,0.296697,0.001958,13.000000,0.168481,63.065201,1483.257891,1099.263183
0.003,0.444989,0.002937,13.000000,0.165290,63.175086,1482.917605,1098.196236
0.004,0.593235,0.003915,13.000000,0.170272,63.284865,1482.466748,1097.048630
0.005,0.741429,0.004893,13.000000,0.180911,63.394529,1481.939121,1095.845598
0.006,0.889589,0.005871,13.000000,0.177646,63.504073,1481.599289,1094.782803
0.007,1.037698,0.006849,13.000000,0.187359,63.613511,1481.083580,1093.591303
0.008,1.185752,0.007826,13.000000,0.199048,63.722830,1480.540724,1092.381219
0.009,1.333766,0.008803,13.000000,0.199788,63.832028,1480.146010,1091.281847
0.010,1.481702,0.009779,13.000000,0.229369,63.941115,1479.359614,1089.895152
0.011,1.629621,0.010755,13.000000,0.213732,64.050065,1479.186770,1088.962031
0.012,1.777528,0.011732,13.000000,0.193777,64.158920,1479.072700,1088.073024
0.013,1.925404,0.012708,13.000000,0.188896,64.267688,1478.753714,1087.034166
0.014,2.073235,0.013683,13.000000,0.192673,64.376351,1478.316750,1085.909759
0.015,2.221018,0.014659,13.000000,0.200497,64.484902,1477.824411,1084.746012
0.016,2.368752,0.015634,13.000000,0.207338,64.593336,1477.345162,1083.593260
0.017,2.516440,0.016609,13.000000,0.213319,64.701656,1476.877345,1082.450256
0.018,2.664090,0.017583,13.000000,0.212265,64.809861,1476.505295,1081.378743
0.019,2.811697,0.018557,13.000000,0.216032,64.917959,1476.067213,1080.260095
0.020,2.959267,0.019531,13.000000,0.214637,65.025945,1475.699461,1079.194181
0.021,3.106783,0.020505,13.000000,0.225984,65.133824,1475.157189,1078.001915
0.022,3.254255,0.021478,13.000000,0.229622,65.241585,1474.720115,1076.887932
0.023,3.401684,0.022451,13.000000,0.232803,65.349234,1474.289062,1075.779633
0.024,3.549090,0.023424,13.000000,0.220745,65.456772,1474.066761,1074.824828
0.025,3.696444,0.024397,13.000000,0.231324,65.564215,1473.533789,1073.644605
0.026,3.843763,0.025369,13.000000,0.228008,65.671540,1473.191313,1072.604520
0.027,3.991035,0.026341,13.000000,0.234350,65.778761,1472.715956,1071.468891
0.028,4.138267,0.027313,13.000000,0.234350,65.885868,1472.327544,1070.397816
0.029,4.285472,0.028284,13.000000,0.226632,65.992869,1472.045189,1069.404995
0.030,4.432659,0.029256,13.000000,0.211339,66.099770,1471.867124,1068.488913
0.031,4.579807,0.030227,13.000000,0.210534,66.206580,1471.489407,1067.428867
0.032,4.726944,0.031198,13.000000,0.191155,66.313283,1471.367759,1066.555621
0.033,4.874042,0.032169,13.000000,0.191155,66.419899,1470.978709,1065.489458
0.034,5.021101,0.033139,13.000000,0.191155,66.526409,1470.589477,1064.424360
0.035,5.168107,0.034110,13.000000,0.201217,66.632813,1470.060934,1063.259700
0.036,5.315082,0.035080,13.000000,0.195401,66.739099,1469.751744,1062.254993
0.037,5.462007,0.036049,13.000000,0.203930,66.845286,1469.243847,1061.107844
0.038,5.608892,0.037019,13.000000,0.203930,66.951358,1468.853799,1060.047126
0.039,5.755722,0.037988,13.000000,0.215943,67.057324,1468.296983,1058.867336
0.040,5.902497,0.038956,13.000000,0.227126,67.163171,1467.751308,1057.697028
0.041,6.049228,0.039925,13.000000,0.230620,67.268902,1467.312033,1056.604775
0.042,6.195912,0.040893,13.000000,0.236347,67.374524,1466.841495,1055.491291
0.043,6.342557,0.041861,13.000000,0.236347,67.480035,1466.450322,1054.436186
0.044,6.489148,0.042828,13.000000,0.247008,67.585439,1465.910590,1053.275526
0.045,6.635690,0.043796,13.000000,0.254287,67.690728,1465.417600,1052.149845
0.046,6.782184,0.044762,13.000000,0.260651,67.795905,1464.937056,1051.034437
0.047,6.928649,0.045729,13.000000,0.253021,67.900970,1464.651420,1050.060087
0.048,7.075075,0.046695,13.000000,0.253021,68.005937,1464.259227,1049.010411
0.049,7.221509,0.047662,13.000000,0.218931,68.110800,1464.343051,1048.302689
0.050,7.367898,0.048628,13.000000,0.223455,68.215592,1463.887471,1047.209528
0.051,7.514251,0.049594,13.000000,0.221128,68.320275,1463.527483,1046.185977
0.052,7.660587,0.050560,13.000000,0.204747,68.424855,1463.364089,1045.303980
0.053,7.806884,0.051525,13.000000,0.204747,68.529347,1462.971298,1044.259059
