time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.292811,0.001933,13.000000,1.621292,62.955200,2928.105123,2171.670158
0.002,0.585461,0.003864,13.000000,1.622283,63.172208,2926.507895,2167.310172
0.003,0.877945,0.005794,13.000000,1.626040,63.388781,2924.834358,2162.903592
0.004,1.170296,0.007724,13.000000,1.616758,63.604913,2923.512269,2158.766585
0.005,1.462499,0.009652,13.000000,1.613323,63.820632,2922.030714,2154.520894
0.006,1.754582,0.011580,13.000000,1.599356,64.035927,2920.834041,2150.494342
0.007,2.046532,0.013507,13.000000,1.590685,64.250819,2919.492752,2146.369919
0.008,2.338319,0.015433,13.000000,1.592129,64.465300,2917.874992,2142.051430
0.009,2.629885,0.017357,13.000000,1.615604,64.679349,2915.654593,2137.300940
0.010,2.921312,0.019281,13.000000,1.608192,64.892923,2914.275188,2133.177704
0.011,3.212583,0.021203,13.000000,1.607436,65.106085,2912.712669,2128.929574
0.012,3.503733,0.023125,13.000000,1.594209,65.318823,2911.490506,2124.939360
0.013,3.794737,0.025045,13.000000,1.588927,65.531163,2910.049711,2120.798212
0.014,4.085545,0.026965,13.000000,1.603158,65.743088,2908.071532,2116.275072
0.015,4.376144,0.028883,13.000000,1.620987,65.954562,2905.991975,2111.689022
0.016,4.666573,0.030799,13.000000,1.624906,66.165578,2904.293200,2107.390323
0.017,4.956834,0.032715,13.000000,1.628333,66.376164,2902.606325,2103.110064
0.018,5.246927,0.034630,13.000000,1.631329,66.586322,2900.929693,2098.846970
0.019,5.536870,0.036543,13.000000,1.627666,66.796055,2899.435790,2094.725588
0.020,5.826656,0.038456,13.000000,1.627156,67.005375,2897.853266,2090.549374
0.021,6.116272,0.040367,13.000000,1.630300,67.214279,2896.167885,2086.308419
0.022,6.405739,0.042278,13.000000,1.626766,67.422759,2894.666548,2082.209504
0.023,6.695037,0.044187,13.000000,1.629959,67.630829,2892.976692,2077.984233
0.024,6.984201,0.046096,13.000000,1.620185,67.838477,2891.646792,2074.026758
0.025,7.273169,0.048003,13.000000,1.633213,68.045730,2889.679323,2069.621125
0.026,7.561953,0.049909,13.000000,1.641880,68.252543,2887.831579,2065.311549
0.027,7.850571,0.051814,13.000000,1.643174,68.458925,2886.188304,2061.158028
0.028,8.139061,0.053718,13.000000,1.631739,68.664892,2884.900515,2057.267386
0.029,8.427383,0.055621,13.000000,1.634307,68.870471,2883.218744,2053.104451
0.030,8.715568,0.057523,13.000000,1.625949,69.075633,2881.842690,2049.168349
0.031,9.003652,0.059424,13.000000,1.604112,69.280402,2880.845444,2045.509703
0.032,9.291611,0.061325,13.000000,1.591303,69.484806,2879.593563,2041.677821
0.033,9.579423,0.063224,13.000000,1.586386,69.688827,2878.118136,2037.695739
0.034,9.866974,0.065122,13.000000,1.621459,69.892450,2875.510327,2032.921820
0.035,10.154335,0.067019,13.000000,1.631602,70.095596,2873.605063,2028.656033
0.036,10.441604,0.068915,13.000000,1.606611,70.298316,2872.694504,2025.101450
0.037,10.728749,0.070810,13.000000,1.593488,70.500681,2871.447004,2021.316628
0.038,11.015764,0.072704,13.000000,1.582013,70.702668,2870.152028,2017.506386
0.039,11.302628,0.074597,13.000000,1.578264,70.904273,2868.636279,2013.549255
0.040,11.589320,0.076490,13.000000,1.581269,71.105484,2866.926636,2009.464944
0.041,11.875852,0.078381,13.000000,1.580700,71.306287,2865.317514,2005.460276
0.042,12.162196,0.080270,13.000000,1.589682,71.506689,2863.433705,2001.272586
0.043,12.448372,0.082159,13.000000,1.591252,71.706673,2861.760303,1997.241502
0.044,12.734381,0.084047,13.000000,1.592625,71.906254,2860.091055,1993.222419
0.045,13.020223,0.085933,13.000000,1.593825,72.105434,2858.425271,1989.214817
