time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.295058,0.001947,13.000000,0.787999,62.955200,2950.576022,2188.336015
0.002,0.589957,0.003894,13.000000,0.789325,63.173872,2948.990877,2183.936057
0.003,0.884727,0.005839,13.000000,0.779720,63.392105,2947.699787,2179.763492
0.004,1.179335,0.007784,13.000000,0.782086,63.609921,2946.083628,2175.359857
0.005,1.473782,0.009727,13.000000,0.784155,63.827297,2944.473907,2170.970968
0.006,1.768069,0.011669,13.000000,0.785964,64.044234,2942.869644,2166.596047
0.007,2.062281,0.013611,13.000000,0.756580,64.260734,2942.112416,2162.853721
0.008,2.356336,0.015552,13.000000,0.756580,64.476861,2940.555059,2158.531193
0.009,2.650236,0.017492,13.000000,0.756580,64.692555,2938.996235,2154.217303
0.010,2.943936,0.019430,13.000000,0.772542,64.907819,2936.999770,2149.592795
0.011,3.237615,0.021368,13.000000,0.722972,65.122620,2936.794150,2146.288162
0.012,3.531164,0.023306,13.000000,0.713619,65.337091,2935.488110,2142.185783
0.013,3.824579,0.025242,13.000000,0.705442,65.551153,2934.148967,2138.068096
0.014,4.117874,0.027178,13.000000,0.692042,65.764803,2932.952480,2134.063108
0.015,4.411011,0.029113,13.000000,0.692859,65.978053,2931.364025,2129.781758
0.016,4.704023,0.031047,13.000000,0.681008,66.190875,2930.123315,2125.762344
0.017,4.996872,0.032979,13.000000,0.683212,66.403296,2928.493878,2121.469849
0.018,5.289525,0.034911,13.000000,0.697705,66.615287,2926.523052,2116.940143
0.019,5.581923,0.036841,13.000000,0.732445,66.826827,2923.989225,2112.014573
0.020,5.874212,0.038770,13.000000,0.715619,67.037874,2922.881530,2108.130149
0.021,6.166383,0.040698,13.000000,0.700907,67.248533,2921.714777,2104.211199
0.022,6.458380,0.042625,13.000000,0.706894,67.458800,2919.971909,2099.886115
0.023,6.750170,0.044551,13.000000,0.724695,67.668636,2917.898156,2095.333391
0.024,7.041786,0.046476,13.000000,0.730313,67.878016,2916.161566,2091.033414
0.025,7.333238,0.048399,13.000000,0.732605,68.086967,2914.516082,2086.808565
0.026,7.624526,0.050322,13.000000,0.734608,68.295496,2912.877053,2082.597917
0.027,7.915650,0.052243,13.000000,0.736360,68.503604,2911.243498,2078.400718
0.028,8.206629,0.054164,13.000000,0.731608,68.711293,2909.790832,2074.341972
0.029,8.497387,0.056083,13.000000,0.753658,68.918577,2907.584024,2069.755306
0.030,8.787953,0.058000,13.000000,0.765582,69.125402,2905.659214,2065.380319
0.031,9.078313,0.059917,13.000000,0.782291,69.331790,2903.597348,2060.918378
0.032,9.368508,0.061832,13.000000,0.784334,69.537732,2901.946789,2056.758674
0.033,9.658538,0.063746,13.000000,0.786120,69.743259,2900.301910,2052.612417
0.034,9.948434,0.065660,13.000000,0.777271,69.948371,2898.956476,2048.687160
0.035,10.238215,0.067572,13.000000,0.761095,70.153092,2897.817828,2044.916269
0.036,10.527860,0.069484,13.000000,0.753235,70.357435,2896.442794,2040.986595
0.037,10.817381,0.071395,13.000000,0.740080,70.561386,2895.217368,2037.170684
0.038,11.106758,0.073305,13.000000,0.734861,70.764956,2893.765477,2033.203671
0.039,11.395983,0.075213,13.000000,0.731801,70.968129,2892.250937,2029.201390
0.040,11.685060,0.077121,13.000000,0.727623,71.170903,2890.767127,2025.229495
0.041,11.973986,0.079028,13.000000,0.723969,71.373279,2889.267153,2021.255034
0.042,12.262744,0.080934,13.000000,0.727058,71.575259,2887.572962,2017.153669
0.043,12.551297,0.082839,13.000000,0.742325,71.776829,2885.527969,2012.816934
0.044,12.839635,0.084742,13.000000,0.761061,71.977965,2883.380915,2008.419478
0.045,13.127816,0.086644,13.000000,0.759488,72.178662,2881.815149,2004.436981
0.046,13.415822,0.088544,13.000000,0.764397,72.378962,2880.061446,2000.332827
0.047,13.703637,0.090444,13.000000,0.774972,72.578851,2878.142591,1996.123545
0.048,13.991299,0.092343,13.000000,0.771651,72.778320,2876.622887,1992.200579
0.049,14.278797,0.094240,13.000000,0.772493,72.977397,2874.981620,1988.202210
0.050,14.566142,0.096137,13.000000,0.769484,73.176074,2873.450399,1984.288842
0.051,14.853374,0.098032,13.000000,0.752776,73.374361,2872.315284,1980.657272
0.052,15.140443,0.099927,13.000000,0.752776,73.572284,2870.694588,1976.698800
0.053,15.427350,0.101821,13.000000,0.752776,73.769812,2869.072478,1972.748239
0.054,15.714200,0.103714,13.000000,0.716734,73.966946,2868.498818,1969.526411
0.055,16.000858,0.105606,13.000000,0.727015,74.163757,2866.574894,1965.384560
0.056,16.287253,0.107496,13.000000,0.761134,74.360155,2863.952503,1960.774225
0.057,16.573416,0.109385,13.000000,0.784685,74.556092,2861.635572,1956.384460
0.058,16.859393,0.111272,13.000000,0.792710,74.751590,2859.770504,1952.313984
0.059,17.145224,0.113158,13.000000,0.787161,74.946682,2858.301756,1948.523138
0.060,17.430942,0.115044,13.000000,0.769742,75.141395,2857.180690,1944.977247
0.061,17.716476,0.116929,13.000000,0.776527,75.335754,2855.347279,1940.954374
0.062,18.001858,0.118812,13.000000,0.773011,75.529711,2853.815515,1937.145553
0.063,18.287085,0.120695,13.000000,0.769937,75.723288,2852.269554,1933.335507
0.064,18.572156,0.122576,13.000000,0.767249,75.916483,2850.710988,1929.525348
0.065,18.857052,0.124457,13.000000,0.771182,76.109299,2848.955291,1925.590384
0.066,19.141783,0.126336,13.000000,0.771345,76.301720,2847.309672,1921.738696
0.067,19.426376,0.128214,13.000000,0.762197,76.493758,2845.938933,1918.080911
0.068,19.710811,0.130091,13.000000,0.760482,76.685429,2844.346539,1914.281781
0.069,19.995048,0.131967,13.000000,0.771548,76.876721,2842.372491,1910.234603
0.070,20.279092,0.133842,13.000000,0.781224,77.067609,2840.437754,1906.223326
0.071,20.562975,0.135716,13.000000,0.779811,77.258096,2838.831930,1902.441851
0.072,20.846668,0.137588,13.000000,0.788449,77.448205,2836.924428,1898.466912
0.073,21.130191,0.139459,13.000000,0.789718,77.637918,2835.235496,1894.647288
0.074,21.413584,0.141330,13.000000,0.778261,77.827248,2833.926508,1891.089813
0.075,21.696804,0.143199,13.000000,0.780811,78.016223,2832.196539,1887.259326
0.076,21.979826,0.145067,13.000000,0.791272,78.204816,2830.227223,1883.278258
0.077,22.262700,0.146934,13.000000,0.785903,78.393010,2828.732285,1879.621741
0.078,22.545407,0.148800,13.000000,0.785903,78.580839,2827.074512,1875.865155
0.079,22.827994,0.150665,13.000000,0.770821,78.768293,2825.870590,1872.417707
0.080,23.110443,0.152529,13.000000,0.761739,78.955403,2824.484973,1868.857158
0.081,23.392756,0.154392,13.000000,0.751559,79.142157,2823.131824,1865.325676
0.082,23.674923,0.156254,13.000000,0.744898,79.328558,2821.671352,1861.730888
0.083,23.956960,0.158116,13.000000,0.732790,79.514600,2820.375281,1858.252205
0.084,24.238825,0.159976,13.000000,0.734770,79.700294,2818.650421,1854.498716
0.085,24.520519,0.161835,13.000000,0.736502,79.885613,2816.931637,1850.757704
0.086,24.802001,0.163693,13.000000,0.751116,80.070559,2814.818658,1846.766511
0.087,25.083316,0.165550,13.000000,0.750793,80.255105,2813.159298,1843.082029
0.088,25.364447,0.167405,13.000000,0.756794,80.439284,2811.305287,1839.278435
0.089,25.645413,0.169260,13.000000,0.755758,80.623083,2809.664943,1835.623187
0.090,25.926215,0.171113,13.000000,0.754852,80.806516,2808.019321,1831.972639
0.091,26.206799,0.172965,13.000000,0.771427,80.989585,2805.835755,1827.979761
0.092,26.487224,0.174816,13.000000,0.768552,81.172255,2804.247650,1824.383866
0.093,26.767430,0.176665,13.000000,0.784888,81.354565,2802.066985,1820.410939
0.094,27.047425,0.178513,13.000000,0.799171,81.536479,2799.947147,1816.487008
0.095,27.327271,0.180360,13.000000,0.792809,81.718000,2798.462314,1812.983804
0.096,27.606923,0.182206,13.000000,0.801234,81.899172,2796.519471,1809.191884
0.097,27.886350,0.184050,13.000000,0.819746,82.079965,2794.262423,1805.205787
0.098,28.165635,0.185893,13.000000,0.810799,82.260359,2792.854038,1801.776836
0.099,28.444776,0.187736,13.000000,0.802976,82.440411,2791.410020,1798.332251
0.100,28.723789,0.189577,13.000000,0.789853,82.620119,2790.129967,1795.000552
0.101,29.002646,0.191417,13.000000,0.785618,82.799494,2788.572790,1791.497759
0.102,29.281329,0.193257,13.000000,0.787243,82.978519,2786.831883,1787.884764
0.103,29.559800,0.195095,13.000000,0.801230,83.157183,2784.703609,1784.031744
0.104,29.838138,0.196932,13.000000,0.789353,83.335462,2783.381590,1780.703694
0.105,30.116264,0.198767,13.000000,0.803075,83.513408,2781.257691,1776.870328
0.106,30.394222,0.200602,13.000000,0.802506,83.690972,2779.579528,1773.330435
0.107,30.672087,0.202436,13.000000,0.778020,83.868182,2778.650890,1770.275956
0.108,30.949754,0.204268,13.000000,0.786883,84.045087,2776.674250,1766.560607
0.109,31.227247,0.206100,13.000000,0.788349,84.221620,2774.928538,1763.000620
0.110,31.504566,0.207930,13.000000,0.789631,84.397798,2773.187213,1759.451431
0.111,31.781731,0.209759,13.000000,0.784468,84.573621,2771.647910,1756.038218
0.112,32.058752,0.211588,13.000000,0.776008,84.749103,2770.211893,1752.697783
0.113,32.335594,0.213415,13.000000,0.778840,84.924252,2768.417663,1749.138164
0.114,32.612277,0.215241,13.000000,0.775033,85.099045,2766.832380,1745.718440
0.115,32.888780,0.217066,13.000000,0.777988,85.273496,2765.031419,1742.170319
0.116,33.165124,0.218890,13.000000,0.774289,85.447592,2763.440471,1738.762377
0.117,33.441351,0.220713,13.000000,0.757239,85.621348,2762.273420,1735.628256
0.118,33.717391,0.222535,13.000000,0.762430,85.794792,2760.397307,1732.055574
0.119,33.993245,0.224355,13.000000,0.766969,85.967878,2758.540359,1728.503077
0.120,34.268855,0.226174,13.000000,0.789786,86.140609,2756.097555,1724.592095
0.121,34.544269,0.227992,13.000000,0.797171,86.312949,2754.145874,1720.997603
0.122,34.819529,0.229809,13.000000,0.792001,86.484930,2752.594735,1717.661360
0.123,35.094614,0.231624,13.000000,0.792824,86.656578,2750.850350,1714.211947
0.124,35.369484,0.233439,13.000000,0.806110,86.827882,2748.704071,1710.520167
0.125,35.644125,0.235251,13.000000,0.824009,86.998816,2746.407113,1706.743490
0.126,35.918584,0.237063,13.000000,0.827093,87.169374,2744.585115,1703.270673
0.127,36.192893,0.238873,13.000000,0.819897,87.339584,2743.093361,1700.010387
0.128,36.466998,0.240682,13.000000,0.829780,87.509468,2741.048876,1696.415025
0.129,36.740983,0.242490,13.000000,0.813289,87.678994,2739.855925,1693.354342
0.130,37.014843,0.244298,13.000000,0.798870,87.848213,2738.595669,1690.258328
0.131,37.288489,0.246104,13.000000,0.811361,88.017123,2736.461947,1686.630316
0.132,37.561968,0.247909,13.000000,0.809751,88.185671,2734.784270,1683.291564
0.133,37.835257,0.249713,13.000000,0.814626,88.353885,2732.894405,1679.829774
0.134,38.108400,0.251515,13.000000,0.806323,88.521753,2731.432340,1676.638481
0.135,38.381373,0.253317,13.000000,0.805346,88.689303,2729.730528,1673.307032
0.136,38.654175,0.255118,13.000000,0.804534,88.856519,2728.022111,1669.978931
0.137,38.926786,0.256917,13.000000,0.810065,89.023403,2726.104985,1666.530631
0.138,39.199186,0.258715,13.000000,0.821184,89.189943,2724.003147,1662.977458
0.139,39.471422,0.260511,13.000000,0.818340,89.356128,2722.357369,1659.710658
0.140,39.743513,0.262307,13.000000,0.809569,89.521986,2720.905187,1656.568900
0.141,40.015456,0.264102,13.000000,0.801480,89.687530,2719.429957,1653.419805
0.142,40.287184,0.265895,13.000000,0.813678,89.852760,2717.285769,1649.871254
0.143,40.558703,0.267687,13.000000,0.824343,90.017635,2715.190055,1646.360450
0.144,40.830038,0.269478,13.000000,0.827385,90.182159,2713.344154,1643.009129
0.145,41.101188,0.271268,13.000000,0.830044,90.346348,2711.509440,1639.672149
0.146,41.372207,0.273057,13.000000,0.817132,90.510205,2710.189009,1636.653268
0.147,41.643080,0.274844,13.000000,0.808513,90.673759,2708.725829,1633.554548
0.148,41.913782,0.276631,13.000000,0.807261,90.837004,2707.017377,1630.314697
0.149,42.184312,0.278416,13.000000,0.806166,90.999925,2705.302539,1627.078171
0.150,42.454670,0.280201,13.000000,0.805209,91.162523,2703.581958,1623.845362
0.151,42.724900,0.281984,13.000000,0.791074,91.324798,2702.299606,1620.882570
0.152,42.994955,0.283767,13.000000,0.791074,91.486777,2700.545034,1617.642994
0.153,43.264849,0.285548,13.000000,0.786551,91.648432,2698.940441,1614.500345
0.154,43.534541,0.287328,13.000000,0.794342,91.809773,2696.922688,1611.117707
0.155,43.804056,0.289107,13.000000,0.794870,91.970776,2695.146633,1607.887071
0.156,44.073373,0.290884,13.000000,0.801230,92.131457,2693.173567,1604.546266
0.157,44.342536,0.292661,13.000000,0.794610,92.291803,2691.635162,1601.471738
0.158,44.611586,0.294436,13.000000,0.776255,92.451843,2690.490971,1598.638042
0.159,44.880534,0.296212,13.000000,0.753924,92.611599,2689.480855,1595.889543
0.160,45.149308,0.297985,13.000000,0.753248,92.771081,2687.740161,1592.713420
0.161,45.417888,0.299758,13.000000,0.758424,92.930245,2685.800539,1589.426611
0.162,45.686295,0.301530,13.000000,0.757183,93.089081,2684.076515,1586.274713
0.163,45.954530,0.303300,13.000000,0.756098,93.247602,2682.346082,1583.125994
0.164,46.222548,0.305069,13.000000,0.767716,93.405809,2680.183484,1579.729513
0.165,46.490355,0.306836,13.000000,0.777873,93.563676,2678.068489,1576.369016
0.166,46.757950,0.308602,13.000000,0.788237,93.721207,2675.944602,1573.011124
0.167,47.025362,0.310367,13.000000,0.789532,93.878403,2674.127722,1569.841290
0.168,47.292637,0.312131,13.000000,0.778099,94.035282,2672.743804,1566.932374
0.169,47.559725,0.313894,13.000000,0.780669,94.191871,2670.881130,1563.749209
0.170,47.826628,0.315656,13.000000,0.782915,94.348141,2669.028132,1560.578862
0.171,48.093359,0.317416,13.000000,0.781104,94.504095,2667.312795,1557.496018
0.172,48.359926,0.319176,13.000000,0.777013,94.659741,2665.674575,1554.464924
0.173,48.626328,0.320934,13.000000,0.773436,94.815084,2664.017794,1551.429604
0.174,48.892628,0.322691,13.000000,0.751459,94.970124,2662.992827,1548.768352
0.175,49.158772,0.324448,13.000000,0.744810,95.124897,2661.440373,1545.805856
0.176,49.424691,0.326203,13.000000,0.758257,95.279375,2659.194289,1542.447363
0.177,49.690415,0.327957,13.000000,0.763320,95.433517,2657.235561,1539.263255
0.178,49.955938,0.329709,13.000000,0.769508,95.587342,2655.236419,1536.063010
0.179,50.221271,0.331460,13.000000,0.773157,95.740846,2653.323570,1532.919937
0.180,50.486457,0.333211,13.000000,0.763782,95.894036,2651.860797,1530.043643
0.181,50.751536,0.334960,13.000000,0.743018,96.046939,2650.792783,1527.400861
0.182,51.016432,0.336708,13.000000,0.744320,96.199578,2648.958091,1524.322031
0.183,51.281125,0.338455,13.000000,0.751135,96.351909,2646.930322,1521.139116
0.184,51.545662,0.340201,13.000000,0.744527,96.503923,2645.368680,1518.231015
0.185,51.810039,0.341946,13.000000,0.738749,96.655645,2643.777357,1515.312116
0.186,52.074211,0.343690,13.000000,0.746263,96.807077,2641.720834,1512.133202
0.187,52.338205,0.345432,13.000000,0.746012,96.958190,2639.934348,1509.115961
0.188,52.601996,0.347173,13.000000,0.752614,97.109002,2637.906638,1505.967682
0.189,52.865586,0.348913,13.000000,0.758386,97.259500,2635.906430,1502.842287
0.190,53.128935,0.350651,13.000000,0.775999,97.409685,2633.488763,1499.486316
0.191,53.392072,0.352388,13.000000,0.785116,97.559535,2631.367583,1496.306983
0.192,53.654951,0.354123,13.000000,0.807129,97.709067,2628.790451,1492.876071
0.193,53.917653,0.355857,13.000000,0.806051,97.858257,2627.024982,1489.913847
0.194,54.180179,0.357589,13.000000,0.805108,98.007150,2625.253670,1486.954833
0.195,54.442504,0.359321,13.000000,0.810567,98.155748,2623.254949,1483.873698
0.196,54.704610,0.361050,13.000000,0.821623,98.304038,2621.056568,1480.686775
0.197,54.966554,0.362779,13.000000,0.816188,98.452010,2619.440908,1477.836041
0.198,55.228325,0.364507,13.000000,0.813971,98.599697,2617.710261,1474.926637
0.199,55.489922,0.366233,13.000000,0.812033,98.747093,2615.968746,1472.017477
0.200,55.751344,0.367959,13.000000,0.810339,98.894199,2614.217579,1469.109258
0.201,56.012589,0.369683,13.000000,0.808857,99.041014,2612.457826,1466.202592
0.202,56.273581,0.371406,13.000000,0.829193,99.187538,2609.918562,1462.865382
0.203,56.534392,0.373127,13.000000,0.829193,99.333729,2608.103378,1459.941560
0.204,56.795046,0.374847,13.000000,0.821975,99.479628,2606.545315,1457.167939
0.205,57.055462,0.376566,13.000000,0.837881,99.625250,2604.158305,1453.937388
0.206,57.315669,0.378283,13.000000,0.845504,99.770549,2602.066172,1450.878932
0.207,57.575668,0.379999,13.000000,0.852504,99.915543,2599.994817,1447.839058
0.208,57.835442,0.381714,13.000000,0.864574,100.060233,2597.739595,1444.703878
0.209,58.094996,0.383427,13.000000,0.875126,100.204609,2595.537071,1441.605295
0.210,58.354402,0.385139,13.000000,0.865503,100.348676,2594.060188,1438.916416
0.211,58.613633,0.386850,13.000000,0.863372,100.492475,2592.312379,1436.083061
0.212,58.872714,0.388560,13.000000,0.854387,100.635990,2590.811426,1433.392461
0.213,59.131638,0.390269,13.000000,0.847370,100.779236,2589.238759,1430.667871
0.214,59.390379,0.391976,13.000000,0.847518,100.922211,2587.405813,1427.805426
0.215,59.648936,0.393683,13.000000,0.847648,101.064899,2585.572456,1424.949074
0.216,59.907310,0.395388,13.000000,0.847761,101.207302,2583.738610,1422.098754
0.217,60.165434,0.397092,13.000000,0.866006,101.349420,2581.243962,1418.891484
0.218,60.423360,0.398794,13.000000,0.870096,101.491217,2579.262724,1415.973745
0.219,60.681067,0.400495,13.000000,0.879954,101.632723,2577.069692,1412.946450
0.220,60.938605,0.402195,13.000000,0.876008,101.773927,2575.379165,1410.201309
0.221,61.195995,0.403894,13.000000,0.866274,101.914856,2573.899501,1407.577399
0.222,61.453260,0.405592,13.000000,0.850322,102.055524,2572.647142,1405.083091
0.223,61.710296,0.407288,13.000000,0.862665,102.195942,2570.357334,1402.027862
0.224,61.967085,0.408983,13.000000,0.879741,102.336054,2567.891905,1398.884097
0.225,62.223681,0.410676,13.000000,0.882104,102.475853,2565.965096,1396.040857
0.226,62.480040,0.412368,13.000000,0.896737,102.615368,2563.585473,1392.957910
0.227,62.736146,0.414059,13.000000,0.915224,102.754574,2561.061785,1389.804048
0.228,62.992099,0.415748,13.000000,0.906845,102.893466,2559.527192,1387.193792
0.229,63.247712,0.417435,13.000000,0.948931,103.032096,2556.127473,1383.579450
0.230,63.503163,0.419121,13.000000,0.942600,103.170366,2554.515172,1380.940685
0.231,63.758380,0.420805,13.000000,0.955914,103.308372,2552.174538,1377.914290
0.232,64.013323,0.422488,13.000000,0.980121,103.446075,2549.427933,1374.676077
0.233,64.268088,0.424169,13.000000,0.978178,103.583455,2547.649847,1371.967335
0.234,64.522635,0.425849,13.000000,0.987021,103.720565,2545.469795,1369.048288
0.235,64.776968,0.427528,13.000000,0.994753,103.857382,2543.329507,1366.157299
0.236,65.031044,0.429205,13.000000,1.014079,103.993911,2540.755427,1363.040191
0.237,65.284871,0.430880,13.000000,1.030977,104.130129,2538.269692,1359.977884
0.238,65.538412,0.432554,13.000000,1.057880,104.266040,2535.407882,1356.721601
0.239,65.791724,0.434225,13.000000,1.069273,104.401626,2533.123649,1353.782002
0.240,66.044860,0.435896,13.000000,1.066669,104.536919,2531.362171,1351.128241
0.241,66.297795,0.437565,13.000000,1.070675,104.671946,2529.351869,1348.347573
0.242,66.550531,0.439234,13.000000,1.074178,104.806696,2527.359222,1345.582530
0.243,66.803012,0.440900,13.000000,1.092484,104.941169,2524.808542,1342.526935
0.244,67.055233,0.442565,13.000000,1.112096,105.075337,2522.206501,1339.451344
0.245,67.307179,0.444227,13.000000,1.135526,105.209198,2519.458170,1336.305524
0.246,67.558932,0.445889,13.000000,1.137162,105.342744,2517.530130,1333.601867
0.247,67.810516,0.447549,13.000000,1.132310,105.476021,2515.846309,1331.033390
0.248,68.061899,0.449209,13.000000,1.136135,105.609040,2513.833418,1328.296504
0.249,68.313042,0.450866,13.000000,1.150261,105.741786,2511.428897,1325.359054
0.250,68.563904,0.452522,13.000000,1.175178,105.874239,2508.612990,1322.211649
0.251,68.814519,0.454176,13.000000,1.190681,106.006377,2506.152146,1319.258822
0.252,69.064919,0.455828,13.000000,1.197953,106.138221,2504.002444,1316.476522
