time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.149717,0.000988,13.000000,-0.834646,62.955200,1497.166453,1110.394460
0.002,0.299382,0.001976,13.000000,-0.824493,63.066198,1496.652904,1109.182953
0.003,0.449023,0.002964,13.000000,-0.834466,63.177075,1496.410758,1108.173910
0.004,0.598621,0.003951,13.000000,-0.830619,63.287851,1495.981842,1107.027681
0.005,0.748177,0.004938,13.000000,-0.827255,63.398512,1495.559213,1105.887431
0.006,0.897695,0.005925,13.000000,-0.827236,63.509059,1495.181609,1104.781771
0.007,1.047172,0.006911,13.000000,-0.824298,63.619496,1494.764271,1103.648016
0.008,1.196538,0.007897,13.000000,-0.770890,63.729820,1493.662630,1102.010697
0.009,1.345866,0.008883,13.000000,-0.770890,63.839980,1493.284340,1100.909097
0.010,1.495084,0.009868,13.000000,-0.716756,63.950030,1492.171039,1099.267262
0.011,1.644272,0.010852,13.000000,-0.723914,64.059915,1491.889256,1098.239988
0.012,1.793423,0.011837,13.000000,-0.723914,64.169698,1491.510092,1097.142158
0.013,1.942515,0.012821,13.000000,-0.708202,64.279372,1490.916978,1095.888299
0.014,2.091585,0.013804,13.000000,-0.720221,64.388920,1490.700983,1094.913017
0.015,2.240632,0.014788,13.000000,-0.730731,64.498370,1490.464425,1093.923605
0.016,2.389655,0.015772,13.000000,-0.741670,64.607722,1490.233723,1092.939485
0.017,2.538640,0.016755,13.000000,-0.741670,64.716975,1489.853746,1091.846952
0.018,2.687584,0.017738,13.000000,-0.739046,64.826119,1489.437746,1090.729268
0.019,2.836501,0.018721,13.000000,-0.747190,64.935151,1489.168668,1089.720383
0.020,2.985381,0.019704,13.000000,-0.748027,65.044083,1488.799620,1088.639441
0.021,3.134217,0.020686,13.000000,-0.743905,65.152906,1488.362533,1087.509990
0.022,3.283015,0.021668,13.000000,-0.743905,65.261617,1487.981640,1086.422885
0.023,3.431771,0.022650,13.000000,-0.740755,65.370219,1487.557375,1085.305358
0.024,3.580500,0.023631,13.000000,-0.748684,65.478709,1487.284849,1084.299747
0.025,3.729208,0.024613,13.000000,-0.761900,65.587099,1487.084841,1083.348009
0.026,3.877901,0.025594,13.000000,-0.778064,65.695393,1486.925377,1082.426709
0.027,4.026555,0.026575,13.000000,-0.778064,65.803596,1486.543783,1081.344685
0.028,4.175171,0.027556,13.000000,-0.777855,65.911690,1486.159126,1080.261650
0.029,4.323749,0.028537,13.000000,-0.777855,66.019676,1485.777160,1079.181790
0.030,4.472288,0.029517,13.000000,-0.777855,66.127554,1485.395008,1078.103009
0.031,4.620747,0.030497,13.000000,-0.747001,66.235324,1484.587247,1076.716762
0.032,4.769167,0.031477,13.000000,-0.747001,66.342956,1484.204517,1075.640445
0.033,4.917520,0.032456,13.000000,-0.725850,66.450480,1483.529547,1074.353701
0.034,5.065831,0.033434,13.000000,-0.723086,66.557876,1483.108105,1073.252102
0.035,5.214100,0.034413,13.000000,-0.720669,66.665161,1482.691235,1072.155078
0.036,5.362367,0.035392,13.000000,-0.746545,66.772337,1482.665693,1071.342079
0.037,5.510595,0.036370,13.000000,-0.746545,66.879431,1482.282034,1070.271133
0.038,5.658795,0.037348,13.000000,-0.753760,66.986419,1481.998185,1069.273407
0.039,5.806948,0.038326,13.000000,-0.747488,67.093307,1481.527217,1068.141814
0.040,5.955080,0.039304,13.000000,-0.760854,67.200081,1481.328536,1067.207729
0.041,6.103171,0.040281,13.000000,-0.758415,67.306763,1480.910356,1066.116528
0.042,6.251224,0.041258,13.000000,-0.758415,67.413335,1480.525851,1065.050806
0.043,6.399243,0.042235,13.000000,-0.762045,67.519800,1480.191649,1064.022442
0.044,6.547196,0.043211,13.000000,-0.742166,67.626163,1479.530051,1062.760023
0.045,6.695095,0.044188,13.000000,-0.731068,67.732400,1478.990270,1061.586678
0.046,6.842929,0.045163,13.000000,-0.712091,67.838519,1478.340267,1060.335717
0.047,6.990725,0.046139,13.000000,-0.712091,67.944514,1477.954529,1059.275774
0.048,7.138505,0.047114,13.000000,-0.729000,68.050402,1477.804704,1058.385979
0.049,7.286269,0.048089,13.000000,-0.744689,68.156202,1477.637940,1057.484878
0.050,7.434013,0.049064,13.000000,-0.758407,68.261911,1477.443688,1056.564961
0.051,7.581708,0.050039,13.000000,-0.750262,68.367529,1476.943533,1055.427330
0.052,7.729363,0.051014,13.000000,-0.750262,68.473032,1476.557128,1054.372292
