time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.148873,0.000983,13.000000,-0.208884,62.955200,1488.729178,1104.136837
0.002,0.297704,0.001965,13.000000,-0.206046,63.065573,1488.310181,1103.004739
0.003,0.446494,0.002947,13.000000,-0.203566,63.175832,1487.895765,1101.877337
0.004,0.595234,0.003929,13.000000,-0.195114,63.285979,1487.400428,1100.691348
0.005,0.743917,0.004910,13.000000,-0.181440,63.396007,1486.834157,1099.454334
0.006,0.892541,0.005891,13.000000,-0.166106,63.505912,1486.244985,1098.201939
0.007,1.041148,0.006872,13.000000,-0.181210,63.615691,1486.067632,1097.255193
0.008,1.189717,0.007852,13.000000,-0.181210,63.725376,1485.685621,1096.158346
0.009,1.338287,0.008833,13.000000,-0.210391,63.834951,1485.699219,1095.354400
0.010,1.486867,0.009813,13.000000,-0.246431,63.944446,1485.806222,1094.619849
0.011,1.635399,0.010794,13.000000,-0.238875,64.053867,1485.321452,1093.450081
0.012,1.783901,0.011774,13.000000,-0.244835,64.163171,1485.020102,1092.416640
0.013,1.932372,0.012754,13.000000,-0.250047,64.272373,1484.708477,1091.376742
0.014,2.080803,0.013733,13.000000,-0.248320,64.381470,1484.302298,1090.268503
0.015,2.229198,0.014713,13.000000,-0.250984,64.490456,1483.955723,1089.205277
0.016,2.377553,0.015692,13.000000,-0.249139,64.599336,1483.547539,1088.098031
0.017,2.525850,0.016671,13.000000,-0.234960,64.708106,1482.970840,1086.868545
0.018,2.674100,0.017649,13.000000,-0.228846,64.816752,1482.503843,1085.720938
0.019,2.822305,0.018627,13.000000,-0.223500,64.925284,1482.047057,1084.582162
0.020,2.970484,0.019605,13.000000,-0.232800,65.033702,1481.790266,1083.590975
0.021,3.118625,0.020583,13.000000,-0.233240,65.142021,1481.412214,1082.512191
0.022,3.266737,0.021560,13.000000,-0.239909,65.250232,1481.119275,1081.496764
0.023,3.414836,0.022538,13.000000,-0.258305,65.358342,1480.987003,1080.599635
0.024,3.562892,0.023515,13.000000,-0.255541,65.466362,1480.564618,1079.491790
0.025,3.710863,0.024492,13.000000,-0.221173,65.574271,1479.708236,1078.069024
0.026,3.858790,0.025468,13.000000,-0.216792,65.682038,1479.262969,1076.947537
0.027,4.006689,0.026444,13.000000,-0.225527,65.789693,1478.997748,1075.958342
0.028,4.154552,0.027420,13.000000,-0.226882,65.897249,1478.630957,1074.896326
0.029,4.302387,0.028396,13.000000,-0.234349,66.004699,1478.348157,1073.896501
0.030,4.450175,0.029371,13.000000,-0.228527,66.112049,1477.882212,1072.764778
0.031,4.597926,0.030346,13.000000,-0.229504,66.219286,1477.509732,1071.702185
0.032,4.745665,0.031321,13.000000,-0.248340,66.326417,1477.383465,1070.819232
