time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.149297,0.000985,13.000000,-0.523545,62.955200,1492.971813,1107.283446
0.002,0.298547,0.001970,13.000000,-0.516389,63.065887,1492.496630,1106.105020
0.003,0.447750,0.002955,13.000000,-0.510133,63.176456,1492.033283,1104.936764
0.004,0.596925,0.003940,13.000000,-0.517229,63.286909,1491.750083,1103.903201
0.005,0.746078,0.004924,13.000000,-0.528858,63.397258,1491.528119,1102.916002
0.006,0.895191,0.005908,13.000000,-0.527318,63.507508,1491.127934,1101.798096
0.007,1.044281,0.006892,13.000000,-0.538538,63.617647,1490.900353,1100.808906
0.008,1.193333,0.007876,13.000000,-0.538538,63.727687,1490.520703,1099.708508
0.009,1.342355,0.008860,13.000000,-0.544266,63.837617,1490.218562,1098.666490
0.010,1.491339,0.009843,13.000000,-0.544266,63.947443,1489.838578,1097.568233
0.011,1.640279,0.010826,13.000000,-0.540089,64.057159,1489.401668,1096.429304
0.012,1.789185,0.011809,13.000000,-0.543421,64.166761,1489.066576,1095.366600
0.013,1.938024,0.012791,13.000000,-0.521201,64.276257,1488.383743,1094.049445
0.014,2.086806,0.013773,13.000000,-0.508057,64.385621,1487.823908,1092.824360
0.015,2.235552,0.014755,13.000000,-0.509131,64.494863,1487.457384,1091.742680
0.016,2.384262,0.015736,13.000000,-0.510890,64.603996,1487.100044,1090.668942
0.017,2.532935,0.016717,13.000000,-0.511608,64.713023,1486.728329,1089.585856
0.018,2.681562,0.017698,13.000000,-0.505953,64.821941,1486.269412,1088.440119
0.019,2.830152,0.018679,13.000000,-0.507291,64.930744,1485.905787,1087.365466
0.020,2.978706,0.019659,13.000000,-0.508461,65.039440,1485.539699,1086.290205
0.021,3.127233,0.020640,13.000000,-0.516662,65.148029,1485.269663,1085.286326
0.022,3.275713,0.021620,13.000000,-0.510371,65.256518,1484.801109,1084.138536
0.023,3.424156,0.022599,13.000000,-0.511154,65.364891,1484.429215,1083.062630
0.024,3.572562,0.023579,13.000000,-0.511839,65.473157,1484.055800,1081.986815
0.025,3.720930,0.024558,13.000000,-0.512437,65.581316,1483.681029,1080.911216
0.026,3.869277,0.025537,13.000000,-0.525195,65.689367,1483.473107,1079.958283
0.027,4.017585,0.026516,13.000000,-0.524115,65.797323,1483.074994,1078.867927
0.028,4.165861,0.027495,13.000000,-0.529454,65.905169,1482.764981,1077.842850
0.029,4.314106,0.028473,13.000000,-0.534123,66.012914,1482.445636,1076.812088
0.030,4.462292,0.029451,13.000000,-0.519355,66.120555,1481.858408,1075.587995
0.031,4.610397,0.030429,13.000000,-0.488869,66.228074,1481.054050,1074.207955
0.032,4.758460,0.031406,13.000000,-0.486071,66.335455,1480.631006,1073.106163
0.033,4.906473,0.032383,13.000000,-0.477342,66.442726,1480.125828,1071.946156
0.034,5.054428,0.033359,13.000000,-0.463426,66.549881,1479.548655,1070.735447
0.035,5.202327,0.034335,13.000000,-0.451258,66.656915,1478.995245,1069.543436
0.036,5.350177,0.035311,13.000000,-0.443096,66.763830,1478.496860,1068.392660
0.037,5.498001,0.036287,13.000000,-0.452333,66.870629,1478.239120,1067.417034
0.038,5.645780,0.037262,13.000000,-0.447843,66.977332,1477.791106,1066.305111
0.039,5.793524,0.038237,13.000000,-0.450200,67.083923,1477.437801,1065.262773
0.040,5.941249,0.039212,13.000000,-0.464828,67.190410,1477.254654,1064.344179
0.041,6.088937,0.040187,13.000000,-0.465246,67.296805,1476.874203,1063.284408
0.042,6.236568,0.041161,13.000000,-0.452850,67.403094,1476.315462,1062.097557
0.043,6.384172,0.042136,13.000000,-0.460861,67.509265,1476.040198,1061.115965
0.044,6.531765,0.043110,13.000000,-0.480432,67.615337,1475.925801,1060.250950
0.045,6.679316,0.044083,13.000000,-0.478694,67.721323,1475.514701,1059.173711
0.046,6.826793,0.045057,13.000000,-0.453082,67.827201,1474.770554,1057.858807
0.047,6.974251,0.046030,13.000000,-0.467347,67.932948,1474.582136,1056.943992
0.048,7.121678,0.047003,13.000000,-0.472666,68.038604,1474.268857,1055.940618
0.049,7.269083,0.047976,13.000000,-0.484470,68.144159,1474.046111,1055.003111
0.050,7.416426,0.048948,13.000000,-0.468485,68.249620,1473.434817,1053.788644
0.051,7.563731,0.049921,13.000000,-0.468485,68.354960,1473.046744,1052.735243
0.052,7.710963,0.050892,13.000000,-0.444488,68.460195,1472.322461,1051.442926
0.053,7.858134,0.051864,13.000000,-0.428417,68.565301,1471.708663,1050.231164
0.054,8.005255,0.052835,13.000000,-0.420649,68.670285,1471.210841,1049.103640
0.055,8.152361,0.053806,13.000000,-0.437756,68.775157,1471.061791,1048.225990
0.056,8.299429,0.054776,13.000000,-0.437756,68.879941,1470.672598,1047.178150
0.057,8.446458,0.055747,13.000000,-0.438267,68.984620,1470.290405,1046.136468
0.058,8.593444,0.056717,13.000000,-0.435545,69.089196,1469.862557,1045.063491
0.059,8.740388,0.057687,13.000000,-0.433164,69.193664,1469.439295,1043.995008
0.060,8.887290,0.058656,13.000000,-0.431083,69.298025,1469.020023,1042.930584
0.061,9.034148,0.059625,13.000000,-0.427672,69.402279,1468.581792,1041.853928
0.062,9.180956,0.060594,13.000000,-0.419998,69.506427,1468.083178,1040.735714
0.063,9.327725,0.061563,13.000000,-0.419571,69.610462,1467.686562,1039.691093
0.064,9.474463,0.062531,13.000000,-0.425481,69.714393,1467.379275,1038.710884
0.065,9.621183,0.063500,13.000000,-0.440660,69.818226,1467.202944,1037.824345
0.066,9.767869,0.064468,13.000000,-0.443920,69.921970,1466.858061,1036.819500
