time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.180601,0.001192,10.000000,0.127248,-45.467800,1806.005313,1211.405515
0.002,0.361216,0.002384,10.000000,0.127248,-45.346725,1806.156383,1210.194766
0.003,0.541847,0.003576,10.000000,0.127248,-45.225771,1806.307629,1208.985226
0.004,0.722493,0.004768,10.000000,0.127248,-45.104938,1806.459052,1207.776896
0.005,0.903225,0.005961,10.000000,0.079562,-44.984226,1807.324673,1207.046642
0.006,1.083985,0.007154,10.000000,0.071250,-44.863587,1807.601863,1205.923362
0.007,1.264761,0.008347,10.000000,0.071250,-44.743060,1807.754799,1204.718092
0.008,1.445562,0.009541,10.000000,0.064703,-44.622653,1808.006271,1203.579503
0.009,1.626339,0.010734,10.000000,0.090610,-44.502360,1807.770081,1202.117504
0.010,1.807131,0.011927,10.000000,0.090610,-44.382214,1807.923214,1200.916038
0.011,1.987939,0.013120,10.000000,0.090610,-44.262187,1808.076526,1199.715773
0.012,2.168762,0.014314,10.000000,0.090610,-44.142281,1808.230017,1198.516708
0.013,2.349579,0.015507,10.000000,0.104300,-44.022494,1808.176916,1197.181939
0.014,2.530420,0.016701,10.000000,0.099164,-43.902841,1808.408192,1196.036774
0.015,2.711283,0.017894,10.000000,0.094672,-43.783302,1808.630053,1194.886298
0.016,2.892173,0.019088,10.000000,0.087312,-43.663878,1808.895721,1193.765662
0.017,3.073073,0.020282,10.000000,0.090593,-43.544566,1809.000397,1192.539732
0.018,3.253974,0.021476,10.000000,0.099745,-43.425377,1809.015989,1191.256318
0.019,3.434917,0.022670,10.000000,0.082615,-43.306316,1809.431006,1190.237015
0.020,3.615870,0.023865,10.000000,0.086486,-43.187357,1809.527163,1189.008709
0.021,3.796802,0.025059,10.000000,0.110101,-43.068521,1809.322570,1187.584195
0.022,3.977769,0.026253,10.000000,0.097952,-42.949827,1809.662814,1186.518744
0.023,4.158750,0.027448,10.000000,0.097952,-42.831239,1809.818163,1185.332869
0.024,4.339748,0.028642,10.000000,0.097952,-42.712770,1809.973695,1184.148179
0.025,4.520761,0.029837,10.000000,0.097952,-42.594420,1810.129408,1182.964674
0.026,4.701842,0.031032,10.000000,0.063697,-42.476187,1810.810039,1182.124906
0.027,4.882939,0.032227,10.000000,0.063662,-42.358039,1810.967261,1180.943767
0.028,5.064061,0.033423,10.000000,0.057349,-42.240009,1811.221059,1179.826597
0.029,5.245207,0.034618,10.000000,0.051829,-42.122090,1811.463068,1178.702610
0.030,5.426376,0.035814,10.000000,0.047003,-42.004284,1811.694781,1177.572811
0.031,5.607564,0.037010,10.000000,0.045377,-41.886591,1811.877559,1176.412138
0.032,5.788784,0.038206,10.000000,0.035078,-41.769014,1812.194296,1175.339351
0.033,5.970052,0.039402,10.000000,0.013508,-41.651544,1812.685568,1174.380359
0.034,6.151366,0.040599,10.000000,-0.005353,-41.534169,1813.135894,1173.395218
0.035,6.332711,0.041796,10.000000,-0.015559,-41.416894,1813.453211,1172.324531
0.036,6.514063,0.042993,10.000000,-0.009523,-41.299725,1813.519527,1171.092474
0.037,6.695436,0.044190,10.000000,-0.012922,-41.182679,1813.732110,1169.956016
0.038,6.876820,0.045387,10.000000,-0.009612,-41.065747,1813.840860,1168.753590
0.039,7.058226,0.046584,10.000000,-0.013000,-40.948936,1814.053763,1167.619357
0.040,7.239622,0.047782,10.000000,0.002887,-40.832237,1813.967179,1166.293505
0.041,7.421033,0.048979,10.000000,0.004579,-40.715671,1814.101237,1165.110924
0.042,7.602477,0.050176,10.000000,-0.006876,-40.599224,1814.440352,1164.060996
0.043,7.783952,0.051374,10.000000,-0.016892,-40.482881,1814.757598,1162.997723
0.044,7.965438,0.052572,10.000000,-0.013082,-40.366644,1814.859427,1161.797264
0.045,8.146935,0.053770,10.000000,-0.009751,-40.250528,1814.968797,1160.602791
0.046,8.328477,0.054968,10.000000,-0.027846,-40.134531,1815.413667,1159.623772
0.047,8.510036,0.056166,10.000000,-0.028944,-40.018631,1815.592971,1158.475750
0.048,8.691611,0.057365,10.000000,-0.028944,-39.902847,1815.755293,1157.317905
0.049,8.873224,0.058563,10.000000,-0.042469,-39.787178,1816.130246,1156.296473
0.050,9.054872,0.059762,10.000000,-0.054295,-39.671612,1816.479147,1155.259065
0.051,9.236536,0.060961,10.000000,-0.053913,-39.556149,1816.636505,1154.100618
0.052,9.418183,0.062160,10.000000,-0.032885,-39.440801,1816.468700,1152.736864
0.053,9.599817,0.063359,10.000000,-0.014499,-39.325590,1816.342020,1151.400899
0.054,9.781462,0.064558,10.000000,-0.010991,-39.210513,1816.449813,1150.215037
0.055,9.963123,0.065757,10.000000,-0.010991,-39.095554,1816.613146,1149.065448
0.056,10.144841,0.066956,10.000000,-0.036055,-38.980710,1817.173361,1148.167653
0.057,10.326565,0.068155,10.000000,-0.029837,-38.865956,1817.239036,1146.957935
0.058,10.508306,0.069355,10.000000,-0.030684,-38.751323,1817.416734,1145.820071
0.059,10.690075,0.070554,10.000000,-0.037708,-38.636803,1817.692735,1144.745112
0.060,10.871871,0.071754,10.000000,-0.043849,-38.522391,1817.955153,1143.662401
0.061,11.053679,0.072954,10.000000,-0.041347,-38.408087,1818.080442,1142.494338
0.062,11.235483,0.074154,10.000000,-0.028181,-38.293900,1818.035963,1141.220809
0.063,11.417304,0.075354,10.000000,-0.029236,-38.179840,1818.217996,1140.090761
0.064,11.599144,0.076554,10.000000,-0.030158,-38.065893,1818.398146,1138.960516
0.065,11.780982,0.077754,10.000000,-0.018398,-37.952059,1818.375826,1137.704579
0.066,11.962824,0.078955,10.000000,-0.010903,-37.838351,1818.421510,1136.492543
0.067,12.144688,0.080155,10.000000,-0.014130,-37.724764,1818.638850,1135.388932
0.068,12.326573,0.081355,10.000000,-0.016950,-37.611287,1818.850002,1134.282371
0.069,12.508478,0.082556,10.000000,-0.019417,-37.497920,1819.055763,1133.173370
0.070,12.690414,0.083757,10.000000,-0.027856,-37.384665,1819.357803,1132.125211
0.071,12.872340,0.084957,10.000000,-0.011061,-37.271514,1819.254370,1130.825748
0.072,13.054257,0.086158,10.000000,0.004582,-37.158493,1819.169079,1129.539108
0.073,13.236190,0.087359,10.000000,0.004582,-37.045601,1819.335627,1128.410185
0.074,13.418140,0.088560,10.000000,0.004582,-36.932821,1819.502371,1127.282390
0.075,13.600107,0.089761,10.000000,0.004582,-36.820155,1819.669313,1126.155723
0.076,13.782091,0.090962,10.000000,0.004582,-36.707601,1819.836453,1125.030182
0.077,13.964081,0.092163,10.000000,0.011252,-36.595159,1819.895782,1123.839067
0.078,14.146066,0.093364,10.000000,0.024092,-36.482836,1819.855050,1122.587449
0.079,14.328081,0.094565,10.000000,0.016468,-36.370639,1820.146137,1121.541712
0.080,14.510123,0.095767,10.000000,0.009802,-36.258546,1820.422138,1120.487440
0.081,14.692151,0.096968,10.000000,0.028715,-36.146558,1820.282561,1119.178435
0.082,14.874199,0.098170,10.000000,0.026793,-36.034702,1820.481715,1118.079084
0.083,15.056277,0.099371,10.000000,0.018830,-35.922955,1820.779619,1117.041248
0.084,15.238383,0.100573,10.000000,0.011867,-35.811312,1821.061689,1115.994443
0.085,15.420486,0.101775,10.000000,0.024629,-35.699773,1821.022005,1114.751439
0.086,15.602601,0.102977,10.000000,0.026694,-35.588359,1821.156984,1113.616650
0.087,15.784747,0.104179,10.000000,0.018743,-35.477058,1821.456053,1112.583150
0.088,15.966911,0.105382,10.000000,0.018075,-35.365861,1821.636267,1111.477860
0.089,16.149092,0.106584,10.000000,0.017490,-35.254773,1821.815329,1110.372834
0.090,16.331291,0.107787,10.000000,0.016979,-35.143797,1821.993407,1109.268178
0.091,16.513518,0.108989,10.000000,0.010648,-35.032931,1822.267406,1108.222827
0.092,16.695761,0.110192,10.000000,0.010997,-34.922169,1822.431886,1107.111722
0.093,16.878031,0.111395,10.000000,0.005018,-34.811518,1822.700818,1106.064998
0.094,17.060338,0.112598,10.000000,-0.006492,-34.700972,1823.061439,1105.074640
0.095,17.242667,0.113802,10.000000,-0.010272,-34.590525,1823.295040,1104.007975
0.096,17.425006,0.115005,10.000000,-0.005481,-34.480185,1823.387261,1102.856655
0.097,17.607379,0.116209,10.000000,-0.015672,-34.369959,1823.727484,1101.856309
0.098,17.789783,0.117413,10.000000,-0.024582,-34.259834,1824.047078,1100.844158
0.099,17.972205,0.118617,10.000000,-0.024582,-34.149810,1824.219414,1099.743916
0.100,18.154644,0.119821,10.000000,-0.024582,-34.039896,1824.391955,1098.644773
0.101,18.337101,0.121025,10.000000,-0.024582,-33.930091,1824.564701,1097.546730
0.102,18.519547,0.122229,10.000000,-0.008188,-33.820397,1824.464824,1096.285846
0.103,18.701996,0.123433,10.000000,0.000811,-33.710828,1824.487731,1095.100171
0.104,18.884470,0.124638,10.000000,-0.003887,-33.601378,1824.738952,1094.052652
