time,u_in,Vin,f_cmd,f_m,integral,uff
0.000,0.462589,0.462589,0.000000,-0.032266,0.000032,0.440000
0.000,0.456099,0.456099,0.000000,-0.022991,0.000055,0.440000
0.000,0.454823,0.454823,0.000000,-0.021164,0.000076,0.440000
0.000,0.465373,0.465373,0.000000,-0.036231,0.000113,0.440000
0.000,0.471731,0.471731,0.000000,-0.045307,0.000158,0.440000
0.001,0.471736,0.471736,0.000000,-0.045307,0.000203,0.440000
0.001,0.471740,0.471740,0.000000,-0.045307,0.000249,0.440000
0.001,0.424298,0.424298,0.000000,0.022464,0.000226,0.440000
0.001,0.422617,0.422617,0.000000,0.024861,0.000201,0.440000
0.001,0.416748,0.416748,0.000000,0.033241,0.000168,0.440000
0.001,0.431866,0.431866,0.000000,0.011643,0.000156,0.440000
0.001,0.424835,0.424835,0.000000,0.021683,0.000135,0.440000
0.001,0.427485,0.427485,0.000000,0.017896,0.000117,0.440000
0.001,0.425402,0.425402,0.000000,0.020867,0.000096,0.440000
0.001,0.423581,0.423581,0.000000,0.023466,0.000072,0.440000
0.002,0.437088,0.437088,0.000000,0.004170,0.000068,0.440000
0.002,0.442597,0.442597,0.000000,-0.003700,0.000072,0.440000
0.002,0.438617,0.438617,0.000000,0.001985,0.000070,0.440000
0.002,0.435137,0.435137,0.000000,0.006956,0.000063,0.440000
0.002,0.427694,0.427694,0.000000,0.017586,0.000045,0.440000
0.002,0.419896,0.419896,0.000000,0.028722,0.000017,0.440000
0.002,0.431962,0.431962,0.000000,0.011484,0.000005,0.440000
0.002,0.443494,0.443494,0.000000,-0.004990,0.000010,0.440000
0.002,0.435002,0.435002,0.000000,0.007141,0.000003,0.440000
0.002,0.427575,0.427575,0.000000,0.017747,-0.000015,0.440000
0.003,0.419251,0.419251,0.000000,0.029635,-0.000044,0.440000
0.003,0.426635,0.426635,0.000000,0.019084,-0.000063,0.440000
0.003,0.433455,0.433455,0.000000,0.009340,-0.000073,0.440000
0.003,0.435020,0.435020,0.000000,0.007104,-0.000080,0.440000
0.003,0.427590,0.427590,0.000000,0.017715,-0.000098,0.440000
0.003,0.425492,0.425492,0.000000,0.020709,-0.000118,0.440000
0.003,0.427006,0.427006,0.000000,0.018543,-0.000137,0.440000
0.003,0.433778,0.433778,0.000000,0.008867,-0.000146,0.440000
0.003,0.426504,0.426504,0.000000,0.019257,-0.000165,0.440000
0.003,0.424541,0.424541,0.000000,0.022057,-0.000187,0.440000
0.004,0.422825,0.422825,0.000000,0.024506,-0.000211,0.440000
0.004,0.424412,0.424412,0.000000,0.022236,-0.000234,0.440000
0.004,0.435907,0.435907,0.000000,0.005812,-0.000240,0.440000
0.004,0.428364,0.428364,0.000000,0.016586,-0.000256,0.440000
0.004,0.426167,0.426167,0.000000,0.019722,-0.000276,0.440000
0.004,0.424245,0.424245,0.000000,0.022464,-0.000298,0.440000
0.004,0.420544,0.420544,0.000000,0.027747,-0.000326,0.440000
0.004,0.419328,0.419328,0.000000,0.029481,-0.000356,0.440000
0.004,0.431460,0.431460,0.000000,0.012147,-0.000368,0.440000
0.004,0.446468,0.446468,0.000000,-0.009291,-0.000358,0.440000
0.005,0.459592,0.459592,0.000000,-0.028036,-0.000330,0.440000
0.005,0.461318,0.461318,0.000000,-0.030497,-0.000300,0.440000
0.005,0.459382,0.459382,0.000000,-0.027728,-0.000272,0.440000
0.005,0.457689,0.457689,0.000000,-0.025306,-0.000247,0.440000
0.005,0.451811,0.451811,0.000000,-0.016905,-0.000230,0.440000
0.005,0.446670,0.446670,0.000000,-0.009561,-0.000220,0.440000
0.005,0.438244,0.438244,0.000000,0.002476,-0.000223,0.440000
0.005,0.443605,0.443605,0.000000,-0.005181,-0.000218,0.440000
0.005,0.452691,0.452691,0.000000,-0.018159,-0.000199,0.440000
0.005,0.460637,0.460637,0.000000,-0.029506,-0.000170,0.440000
0.006,0.449991,0.449991,0.000000,-0.014295,-0.000156,0.440000
0.006,0.436938,0.436938,0.000000,0.004351,-0.000160,0.440000
0.006,0.433666,0.433666,0.000000,0.009025,-0.000169,0.440000
0.006,0.426405,0.426405,0.000000,0.019394,-0.000188,0.440000
0.006,0.420056,0.420056,0.000000,0.028461,-0.000217,0.440000
0.006,0.423301,0.423301,0.000000,0.023821,-0.000241,0.440000
0.006,0.428068,0.428068,0.000000,0.017008,-0.000258,0.440000
0.006,0.421509,0.421509,0.000000,0.026375,-0.000284,0.440000
0.006,0.415773,0.415773,0.000000,0.034564,-0.000319,0.440000
0.006,0.415156,0.415156,0.000000,0.035441,-0.000354,0.440000
0.007,0.414615,0.414615,0.000000,0.036208,-0.000390,0.440000
0.007,0.425823,0.425823,0.000000,0.020194,-0.000411,0.440000
0.007,0.423943,0.423943,0.000000,0.022877,-0.000433,0.440000
0.007,0.453842,0.453842,0.000000,-0.019834,-0.000414,0.440000
0.007,0.466040,0.466040,0.000000,-0.037254,-0.000376,0.440000
0.007,0.472308,0.472308,0.000000,-0.046201,-0.000330,0.440000
0.007,0.473391,0.473391,0.000000,-0.047741,-0.000282,0.440000
0.007,0.474338,0.474338,0.000000,-0.049088,-0.000233,0.440000
0.007,0.463797,0.463797,0.000000,-0.034024,-0.000199,0.440000
0.007,0.461551,0.461551,0.000000,-0.030811,-0.000168,0.440000
0.008,0.454575,0.454575,0.000000,-0.020842,-0.000148,0.440000
0.008,0.466684,0.466684,0.000000,-0.038135,-0.000109,0.440000
0.008,0.461794,0.461794,0.000000,-0.031145,-0.000078,0.440000
0.008,0.464200,0.464200,0.000000,-0.034577,-0.000044,0.440000
0.008,0.461905,0.461905,0.000000,-0.031295,-0.000012,0.440000
0.008,0.451101,0.451101,0.000000,-0.015858,0.000003,0.440000
0.008,0.441654,0.441654,0.000000,-0.002362,0.000006,0.440000
0.008,0.430015,0.430015,0.000000,0.014263,-0.000008,0.440000
0.008,0.423215,0.423215,0.000000,0.023974,-0.000032,0.440000
0.008,0.421667,0.421667,0.000000,0.026182,-0.000059,0.440000
0.009,0.420313,0.420313,0.000000,0.028112,-0.000087,0.440000
0.009,0.427926,0.427926,0.000000,0.017234,-0.000104,0.440000
0.009,0.419517,0.419517,0.000000,0.029243,-0.000133,0.440000
0.009,0.427230,0.427230,0.000000,0.018222,-0.000151,0.440000
0.009,0.433974,0.433974,0.000000,0.008586,-0.000160,0.440000
0.009,0.426675,0.426675,0.000000,0.019011,-0.000179,0.440000
0.009,0.429089,0.429089,0.000000,0.015559,-0.000195,0.440000
0.009,0.437447,0.437447,0.000000,0.003619,-0.000198,0.440000
0.009,0.438509,0.438509,0.000000,0.002102,-0.000200,0.440000
0.009,0.439437,0.439437,0.000000,0.000775,-0.000201,0.440000
0.010,0.431452,0.431452,0.000000,0.012181,-0.000213,0.440000
0.010,0.428867,0.428867,0.000000,0.015871,-0.000229,0.440000
0.010,0.429031,0.429031,0.000000,0.015635,-0.000245,0.440000
0.010,0.426750,0.426750,0.000000,0.018890,-0.000264,0.440000
0.010,0.424756,0.424756,0.000000,0.021737,-0.000285,0.440000
0.010,0.424753,0.424753,0.000000,0.021737,-0.000307,0.440000
0.010,0.437975,0.437975,0.000000,0.002848,-0.000310,0.440000
0.010,0.435440,0.435440,0.000000,0.006469,-0.000316,0.440000
0.010,0.423556,0.423556,0.000000,0.023443,-0.000340,0.440000
0.010,0.417562,0.417562,0.000000,0.032001,-0.000372,0.440000
0.011,0.416720,0.416720,0.000000,0.033200,-0.000405,0.440000
0.011,0.415982,0.415982,0.000000,0.034248,-0.000439,0.440000
0.011,0.410377,0.410377,0.000000,0.042250,-0.000482,0.440000
0.011,0.414834,0.414834,0.000000,0.035878,-0.000517,0.440000
0.011,0.427528,0.427528,0.000000,0.017740,-0.000535,0.440000
0.011,0.434230,0.434230,0.000000,0.008165,-0.000543,0.440000
0.011,0.444489,0.444489,0.000000,-0.006490,-0.000537,0.440000
0.011,0.448108,0.448108,0.000000,-0.011658,-0.000525,0.440000
0.011,0.443428,0.443428,0.000000,-0.004972,-0.000520,0.440000
0.011,0.439337,0.439337,0.000000,0.000873,-0.000521,0.440000
0.012,0.444556,0.444556,0.000000,-0.006582,-0.000515,0.440000
0.012,0.449121,0.449121,0.000000,-0.013101,-0.000501,0.440000
0.012,0.452202,0.452202,0.000000,-0.017501,-0.000484,0.440000
0.012,0.451408,0.451408,0.000000,-0.016364,-0.000468,0.440000
0.012,0.446315,0.446315,0.000000,-0.009087,-0.000459,0.440000
0.012,0.450660,0.450660,0.000000,-0.015291,-0.000443,0.440000
0.012,0.458858,0.458858,0.000000,-0.026999,-0.000416,0.440000
0.012,0.467894,0.467894,0.000000,-0.039902,-0.000376,0.440000
0.012,0.469530,0.469530,0.000000,-0.042234,-0.000334,0.440000
0.012,0.466563,0.466563,0.000000,-0.037989,-0.000296,0.440000
0.013,0.459570,0.459570,0.000000,-0.027995,-0.000268,0.440000
0.013,0.459572,0.459572,0.000000,-0.027995,-0.000240,0.440000
0.013,0.449121,0.449121,0.000000,-0.013063,-0.000227,0.440000
0.013,0.444318,0.444318,0.000000,-0.006201,-0.000221,0.440000
0.013,0.435720,0.435720,0.000000,0.006082,-0.000227,0.440000
0.013,0.428201,0.428201,0.000000,0.016822,-0.000244,0.440000
0.013,0.417226,0.417226,0.000000,0.032495,-0.000276,0.440000
0.013,0.415731,0.415731,0.000000,0.034626,-0.000311,0.440000
0.013,0.419518,0.419518,0.000000,0.029212,-0.000340,0.440000
0.013,0.418430,0.418430,0.000000,0.030762,-0.000371,0.440000
0.014,0.417478,0.417478,0.000000,0.032116,-0.000403,0.440000
0.014,0.412247,0.412247,0.000000,0.039584,-0.000443,0.440000
0.014,0.420718,0.420718,0.000000,0.027479,-0.000470,0.440000
0.014,0.415079,0.415079,0.000000,0.035530,-0.000506,0.440000
0.014,0.410147,0.410147,0.000000,0.042569,-0.000548,0.440000
0.014,0.419031,0.419031,0.000000,0.029873,-0.000578,0.440000
0.014,0.426799,0.426799,0.000000,0.018773,-0.000597,0.440000
0.014,0.440085,0.440085,0.000000,-0.000207,-0.000597,0.440000
0.014,0.454007,0.454007,0.000000,-0.020093,-0.000576,0.440000
0.014,0.452986,0.452986,0.000000,-0.018631,-0.000558,0.440000
0.015,0.447694,0.447694,0.000000,-0.011069,-0.000547,0.440000
0.015,0.447465,0.447465,0.000000,-0.010741,-0.000536,0.440000
0.015,0.438844,0.438844,0.000000,0.001574,-0.000538,0.440000
0.015,0.444126,0.444126,0.000000,-0.005970,-0.000532,0.440000
0.015,0.457542,0.457542,0.000000,-0.025132,-0.000506,0.440000
0.015,0.460476,0.460476,0.000000,-0.029320,-0.000477,0.440000
0.015,0.440665,0.440665,0.000000,-0.001018,-0.000476,0.440000
0.015,0.432522,0.432522,0.000000,0.010613,-0.000487,0.440000
0.015,0.423022,0.423022,0.000000,0.024182,-0.000511,0.440000
0.015,0.430290,0.430290,0.000000,0.013797,-0.000525,0.440000
0.016,0.432246,0.432246,0.000000,0.011001,-0.000536,0.440000
0.016,0.429558,0.429558,0.000000,0.014839,-0.000551,0.440000
0.016,0.422808,0.422808,0.000000,0.024478,-0.000575,0.440000
0.016,0.432635,0.432635,0.000000,0.010437,-0.000586,0.440000
0.016,0.434297,0.434297,0.000000,0.008063,-0.000594,0.440000
0.016,0.431350,0.431350,0.000000,0.012270,-0.000606,0.440000
0.016,0.437571,0.437571,0.000000,0.003382,-0.000609,0.440000
0.016,0.429815,0.429815,0.000000,0.014461,-0.000624,0.440000
0.016,0.425900,0.425900,0.000000,0.020050,-0.000644,0.440000
0.016,0.424008,0.424008,0.000000,0.022751,-0.000666,0.440000
0.017,0.422352,0.422352,0.000000,0.025113,-0.000692,0.440000
0.017,0.416505,0.416505,0.000000,0.033461,-0.000725,0.440000
0.017,0.415791,0.415791,0.000000,0.034476,-0.000760,0.440000
0.017,0.406377,0.406377,0.000000,0.047918,-0.000807,0.440000
0.017,0.402534,0.402534,0.000000,0.053400,-0.000861,0.440000
0.017,0.403572,0.403572,0.000000,0.051910,-0.000913,0.440000
0.017,0.404479,0.404479,0.000000,0.050607,-0.000963,0.440000
0.017,0.405271,0.405271,0.000000,0.049468,-0.001013,0.440000
0.017,0.402727,0.402727,0.000000,0.053095,-0.001066,0.440000
0.017,0.403738,0.403738,0.000000,0.051643,-0.001118,0.440000
0.018,0.404621,0.404621,0.000000,0.050374,-0.001168,0.440000
0.018,0.406072,0.406072,0.000000,0.048294,-0.001216,0.440000
0.018,0.399489,0.399489,0.000000,0.057691,-0.001274,0.440000
0.018,0.405302,0.405302,0.000000,0.049379,-0.001323,0.440000
0.018,0.405987,0.405987,0.000000,0.048394,-0.001372,0.440000
0.018,0.410984,0.410984,0.000000,0.041250,-0.001413,0.440000
0.018,0.410954,0.410954,0.000000,0.041287,-0.001454,0.440000
