time,u_in,Vin,f_cmd,f_m,integral,uff
0.317,0.607976,0.607976,4.00,3.804287,0.309765,1.209231
0.318,0.650591,0.650591,4.00,3.743444,0.310022,1.209231
0.319,0.650617,0.650617,4.00,3.743444,0.310278,1.209231
0.320,0.683759,0.683759,4.00,3.696142,0.310582,1.209231
0.321,0.703747,0.703747,4.00,3.667635,0.310914,1.209231
0.322,0.712432,0.712432,4.00,3.655277,0.311259,1.209231
0.323,0.720031,0.720031,4.00,3.644472,0.311615,1.209231
0.324,0.724772,0.724772,4.00,3.637752,0.311977,1.209231
0.325,0.730831,0.730831,4.00,3.629149,0.312348,1.209231
0.326,0.740533,0.740533,4.00,3.615344,0.312732,1.209231
0.327,0.762218,0.762218,4.00,3.584424,0.313148,1.209231
0.328,0.781186,0.781186,4.00,3.557390,0.313591,1.209231
0.329,0.808401,0.808401,4.00,3.518580,0.314072,1.209231
0.330,0.825982,0.825982,4.00,3.493537,0.314578,1.209231
0.331,0.836964,0.836964,4.00,3.477924,0.315101,1.209231
0.332,0.846573,0.846573,4.00,3.464273,0.315636,1.209231
0.333,0.854044,0.854044,4.00,3.453678,0.316183,1.209231
0.334,0.865921,0.865921,4.00,3.436791,0.316746,1.209231
0.335,0.876315,0.876315,4.00,3.422026,0.317324,1.209231
0.336,0.885410,0.885410,4.00,3.409116,0.317915,1.209231
0.337,0.897771,0.897771,4.00,3.391545,0.318523,1.209231
0.338,0.912986,0.912986,4.00,3.369899,0.319153,1.209231
0.339,0.912596,0.912596,4.00,3.370546,0.319783,1.209231
0.340,0.925966,0.925966,4.00,3.351539,0.320431,1.209231
0.341,0.933267,0.933267,4.00,3.341203,0.321090,1.209231
0.342,0.944058,0.944058,4.00,3.325884,0.321764,1.209231
0.343,0.962301,0.962301,4.00,3.299923,0.322464,1.209231
0.344,0.978262,0.978262,4.00,3.277224,0.323187,1.209231
0.345,1.004377,1.004377,4.00,3.240025,0.323947,1.209231
0.346,1.019473,1.019473,4.00,3.218570,0.324728,1.209231
0.347,1.028286,1.028286,4.00,3.206095,0.325522,1.209231
0.348,1.031603,1.031603,4.00,3.201470,0.326321,1.209231
0.349,1.041941,1.041941,4.00,3.186818,0.327134,1.209231
0.350,1.052361,1.052361,4.00,3.172050,0.327962,1.209231
0.351,1.061485,1.061485,4.00,3.159137,0.328803,1.209231
0.352,1.078271,1.078271,4.00,3.135280,0.329667,1.209231
0.353,1.097359,1.097359,4.00,3.108138,0.330559,1.209231
0.354,1.128036,1.128036,4.00,3.064448,0.331495,1.209231
0.355,1.145299,1.145299,4.00,3.039924,0.332455,1.209231
0.356,1.156007,1.156007,4.00,3.024765,0.333430,1.209231
0.357,1.160985,1.160985,4.00,3.017794,0.334412,1.209231
0.358,1.169749,1.169749,4.00,3.005416,0.335407,1.209231
0.359,1.188449,1.188449,4.00,2.978848,0.336428,1.209231
