time,Vin,Force
0.000000,0.000000,0.115513126
0.001000,0.000000,0.115513126
0.002000,0.000000,0.114354516
0.003000,0.000000,0.114303219
0.004000,0.000000,0.126824739
0.005000,0.000000,0.131489573
0.006000,0.000000,0.116718651
0.007000,0.000000,0.116718651
0.008000,0.000000,0.112475987
0.009000,0.000000,0.112660753
0.010000,0.000000,0.112660753
0.011000,0.000000,0.112660753
0.012000,0.000000,0.095792738
0.013000,0.000000,0.091790798
0.014000,0.000000,0.097009219
0.015000,0.000000,0.105420782
0.016000,0.000000,0.100208946
0.017000,0.000000,0.095652049
0.018000,0.000000,0.097950973
0.019000,0.000000,0.089152081
0.020000,0.000000,0.079701445
0.021000,0.000000,0.084004781
0.022000,0.000000,0.081484160
0.023000,0.000000,0.085563474
0.024000,0.000000,0.104025457
0.025000,0.000000,0.105272148
0.026000,0.000000,0.112645360
0.027000,0.000000,0.125375213
0.028000,0.000000,0.123939015
0.029000,0.000000,0.110598138
0.030000,0.000000,0.111018882
0.031000,0.000000,0.105103568
0.032000,0.000000,0.106214780
0.033000,0.000000,0.106214780
0.034000,0.000000,0.103284949
0.035000,0.000000,0.104624695
0.036000,0.000000,0.099512898
0.037000,0.000000,0.095043469
0.038000,0.000000,0.103702055
0.039000,0.000000,0.117102180
0.040000,0.000000,0.122988787
0.041000,0.000000,0.121852476
0.042000,0.000000,0.114575772
0.043000,0.000000,0.114496672
0.044000,0.000000,0.108083856
0.045000,0.000000,0.096254183
0.046000,0.000000,0.092194256
0.047000,0.000000,0.094927699
0.048000,0.000000,0.097317648
0.049000,0.000000,0.076891125
0.050000,0.000000,0.075264431
0.051000,0.000000,0.098974895
0.052000,0.000000,0.125989000
0.053000,0.000000,0.137042041
0.054000,0.000000,0.131602164
0.055000,0.000000,0.129383464
0.056000,0.000000,0.121160388
0.057000,0.000000,0.107687470
0.058000,0.000000,0.114757164
0.059000,0.000000,0.114757164
0.060000,0.000000,0.136661191
0.061000,0.000000,0.152656311
0.062000,0.000000,0.160358239
0.063000,0.000000,0.160809130
0.064000,0.000000,0.131711259
0.065000,0.000000,0.142045220
0.066000,0.000000,0.138514207
0.067000,0.000000,0.135426914
0.068000,0.000000,0.132727581
0.069000,0.000000,0.151857519
0.070000,0.000000,0.153376641
0.071000,0.000000,0.148421680
0.072000,0.000000,0.156655747
0.073000,0.000000,0.182704648
0.074000,0.000000,0.183780000
0.075000,0.000000,0.175004439
0.076000,0.000000,0.153277560
0.077000,0.000000,0.150296818
0.078000,0.000000,0.158295249
0.079000,0.000000,0.152722197
0.080000,0.000000,0.154132660
0.081000,0.000000,0.149082695
0.082000,0.000000,0.149082695
0.083000,0.000000,0.185691716
0.084000,0.000000,0.195525478
0.085000,0.000000,0.197840308
0.086000,0.000000,0.193581062
0.087000,0.000000,0.186601010
0.088000,0.000000,0.183754136
0.089000,0.000000,0.181265011
0.090000,0.000000,0.172805494
0.091000,0.000000,0.159125845
0.092000,0.000000,0.154767621
0.093000,0.000000,0.162204234
0.094000,0.000000,0.168706335
0.095000,0.000000,0.161824987
0.096000,0.000000,0.155808375
0.097000,0.000000,0.156935584
0.098000,0.000000,0.157816577
0.099000,0.000000,0.146020492
0.100000,0.000000,0.129423560
0.101000,0.000000,0.121195446
0.102000,0.000000,0.095144840
0.103000,0.000000,0.091224317
0.104000,0.000000,0.106646018
0.105000,0.000000,0.120129770
0.106000,0.000000,0.113069548
0.107000,0.000000,0.106992872
0.108000,0.000000,0.097643423
0.109000,0.000000,0.105975289
0.110000,0.000000,0.113260142
0.111000,0.000000,0.136975364
0.112000,0.000000,0.146647818
0.113000,0.000000,0.155104796
0.114000,0.000000,0.143649483
0.115000,0.000000,0.139916872
0.116000,0.000000,0.122023066
0.117000,0.000000,0.121008111
0.118000,0.000000,0.113837513
0.119000,0.000000,0.101284814
0.120000,0.000000,0.109159090
0.121000,0.000000,0.151110676
0.122000,0.000000,0.152723650
0.123000,0.000000,0.141567560
0.124000,0.000000,0.138096571
0.125000,0.000000,0.135061760
0.126000,0.000000,0.141865112
0.127000,0.000000,0.150923103
0.128000,0.000000,0.158842832
0.129000,0.000000,0.153200969
0.130000,0.000000,0.141984898
0.131000,0.000000,0.123603997
0.132000,0.000000,0.108624692
0.133000,0.000000,0.103010241
0.134000,0.000000,0.104384508
0.135000,0.000000,0.086736523
0.136000,0.000000,0.083872620
0.137000,0.000000,0.072896070
0.138000,0.000000,0.071771410
0.139000,0.000000,0.070788079
0.140000,0.000000,0.057361946
0.141000,0.000000,0.058189362
0.142000,0.000000,0.083098935
0.143000,0.000000,0.093258516
0.144000,0.000000,0.114707776
0.145000,0.000000,0.108328902
0.146000,0.000000,0.121601177
0.147000,0.000000,0.137068599
0.148000,0.000000,0.134162966
0.149000,0.000000,0.137905652
0.150000,0.000000,0.141178017
0.151000,0.000000,0.144039165
0.152000,0.000000,0.166788003
0.153000,0.000000,0.166430905
0.154000,0.000000,0.159835496
0.155000,0.000000,0.154068891
0.156000,0.000000,0.161593309
0.157000,0.000000,0.146583065
0.158000,0.000000,0.144389549
0.159000,0.000000,0.134280754
0.160000,0.000000,0.138008637
0.161000,0.000000,0.147551247
0.162000,0.000000,0.149611511
0.163000,0.000000,0.152198304
0.164000,0.000000,0.147391417
0.165000,0.000000,0.136905395
0.166000,0.000000,0.127737086
0.167000,0.000000,0.126004086
0.168000,0.000000,0.140434464
0.169000,0.000000,0.143389050
0.170000,0.000000,0.145972351
0.171000,0.000000,0.154514211
0.172000,0.000000,0.143133112
0.173000,0.000000,0.148824939
0.174000,0.000000,0.163291517
0.175000,0.000000,0.157090615
0.176000,0.000000,0.145385757
0.177000,0.000000,0.154001330
0.178000,0.000000,0.138283743
0.179000,0.000000,0.135225411
0.180000,0.000000,0.138834586
0.181000,0.000000,0.148273403
0.182000,0.000000,0.182881301
0.183000,0.000000,0.174218675
0.184000,0.000000,0.166644626
0.185000,0.000000,0.160022360
0.186000,0.000000,0.160515458
0.187000,0.000000,0.155040362
0.188000,0.000000,0.162442702
0.189000,0.000000,0.175198021
0.190000,0.000000,0.173784089
0.191000,0.000000,0.185114208
0.192000,0.000000,0.179338836
0.193000,0.000000,0.171121369
0.194000,0.000000,0.170219724
0.195000,0.000000,0.156865013
0.196000,0.000000,0.157754875
0.197000,0.000000,0.177273169
0.198000,0.000000,0.188164837
0.199000,0.000000,0.203971003
0.200000,0.000000,0.205224537
0.201000,0.000000,0.187470991
0.202000,0.000000,0.176436464
0.203000,0.000000,0.174866904
0.204000,0.000000,0.173494582
0.205000,0.000000,0.159728340
0.206000,0.000000,0.160258386
0.207000,0.000000,0.160258386
0.208000,0.000000,0.166284575
0.209000,0.000000,0.178557110
0.210000,0.000000,0.183004248
0.211000,0.000000,0.180609357
0.212000,0.000000,0.218298201
0.213000,0.000000,0.224034511
0.214000,0.000000,0.210200420
0.215000,0.000000,0.198104772
0.216000,0.000000,0.187529107
0.217000,0.000000,0.176480891
0.218000,0.000000,0.174905749
0.219000,0.000000,0.167245360
0.220000,0.000000,0.166830789
0.221000,0.000000,0.160185129
0.222000,0.000000,0.143800604
0.223000,0.000000,0.146332188
0.224000,0.000000,0.154828829
0.225000,0.000000,0.155974565
0.226000,0.000000,0.150693139
0.227000,0.000000,0.166381109
0.228000,0.000000,0.184924699
0.229000,0.000000,0.194854847
0.230000,0.000000,0.197253951
0.231000,0.000000,0.199351575
0.232000,0.000000,0.191012358
0.233000,0.000000,0.186840487
0.234000,0.000000,0.177680334
0.235000,0.000000,0.169671280
0.236000,0.000000,0.187801415
0.237000,0.000000,0.197370065
0.238000,0.000000,0.176931195
0.239000,0.000000,0.169016281
0.240000,0.000000,0.162095984
0.241000,0.000000,0.181178059
0.242000,0.000000,0.197862209
0.243000,0.000000,0.213427397
0.244000,0.000000,0.207209420
0.245000,0.000000,0.208056002
0.246000,0.000000,0.221362571
0.247000,0.000000,0.232996986
0.248000,0.000000,0.228509865
0.249000,0.000000,0.239246125
0.250000,0.000000,0.236066857
0.251000,0.000000,0.220720736
0.252000,0.000000,0.207303066
0.253000,0.000000,0.215150974
0.254000,0.000000,0.208716406
0.255000,0.000000,0.203090430
0.256000,0.000000,0.198171435
0.257000,0.000000,0.175835101
0.258000,0.000000,0.186907482
0.259000,0.000000,0.184022096
0.260000,0.000000,0.175216113
0.261000,0.000000,0.173799907
0.262000,0.000000,0.171479030
0.263000,0.000000,0.157966070
0.264000,0.000000,0.146151198
0.265000,0.000000,0.135821027
0.266000,0.000000,0.133072169
