time,Vin,Force
0.000000,0.000000,0.267707769
0.001000,0.000000,0.254764757
0.002000,0.000000,0.224774351
0.003000,0.000000,0.223685392
0.004000,0.000000,0.222733276
0.005000,0.000000,0.215617620
0.006000,0.000000,0.227510087
0.007000,0.000000,0.226077345
0.008000,0.000000,0.224824647
0.009000,0.000000,0.221244075
0.010000,0.000000,0.226881929
0.011000,0.000000,0.238094494
0.012000,0.000000,0.212053634
0.013000,0.000000,0.224785548
0.014000,0.000000,0.217411997
0.015000,0.000000,0.217248218
0.016000,0.000000,0.217105021
0.017000,0.000000,0.223263003
0.018000,0.000000,0.221577905
0.019000,0.000000,0.202041067
0.020000,0.000000,0.191242486
0.021000,0.000000,0.194367265
0.022000,0.000000,0.190816188
0.023000,0.000000,0.202267101
0.024000,0.000000,0.210289671
0.025000,0.000000,0.217304096
0.026000,0.000000,0.217153877
0.027000,0.000000,0.210739349
0.028000,0.000000,0.205720837
0.029000,0.000000,0.200743028
0.030000,0.000000,0.208957119
0.031000,0.000000,0.227908661
0.032000,0.000000,0.220142648
0.033000,0.000000,0.225918911
0.034000,0.000000,0.211831448
0.035000,0.000000,0.212368942
0.036000,0.000000,0.200272522
0.037000,0.000000,0.202262553
0.038000,0.000000,0.204002510
0.039000,0.000000,0.212347569
0.040000,0.000000,0.200253834
0.041000,0.000000,0.202246214
0.042000,0.000000,0.210271410
0.043000,0.000000,0.204721759
0.044000,0.000000,0.213686977
0.045000,0.000000,0.232840854
0.046000,0.000000,0.237021413
0.047000,0.000000,0.240676628
0.048000,0.000000,0.231306145
0.049000,0.000000,0.239503399
0.050000,0.000000,0.242846718
0.051000,0.000000,0.239486718
0.052000,0.000000,0.230265763
0.053000,0.000000,0.228486733
0.054000,0.000000,0.219288072
0.055000,0.000000,0.225171724
0.056000,0.000000,0.230316015
0.057000,0.000000,0.222247485
0.058000,0.000000,0.221476061
0.059000,0.000000,0.213139098
0.060000,0.000000,0.207229082
0.061000,0.000000,0.214628112
0.062000,0.000000,0.227380538
0.063000,0.000000,0.219680890
0.064000,0.000000,0.201569089
0.065000,0.000000,0.197113004
0.066000,0.000000,0.199500072
0.067000,0.000000,0.201587172
0.068000,0.000000,0.197128815
0.069000,0.000000,0.171762470
0.070000,0.000000,0.171051995
0.071000,0.000000,0.182997171
0.072000,0.000000,0.187158087
0.073000,0.000000,0.209645683
0.074000,0.000000,0.235511127
0.075000,0.000000,0.233072945
0.076000,0.000000,0.237224339
0.077000,0.000000,0.247137239
0.078000,0.000000,0.249521262
0.079000,0.000000,0.270698618
0.080000,0.000000,0.270698618
0.081000,0.000000,0.270698618
0.082000,0.000000,0.239339801
0.083000,0.000000,0.242703679
0.084000,0.000000,0.223873230
0.085000,0.000000,0.216614324
0.086000,0.000000,0.216550784
0.087000,0.000000,0.229061599
0.088000,0.000000,0.233717074
0.089000,0.000000,0.253123269
0.090000,0.000000,0.267321436
0.091000,0.000000,0.273452223
0.092000,0.000000,0.272529407
0.093000,0.000000,0.265439371
0.094000,0.000000,0.259313834
0.095000,0.000000,0.241318145
0.096000,0.000000,0.225583861
0.097000,0.000000,0.224393176
0.098000,0.000000,0.223352116
0.099000,0.000000,0.239706016
0.100000,0.000000,0.249307059
0.101000,0.000000,0.238852044
0.102000,0.000000,0.235994029
0.103000,0.000000,0.246061534
0.104000,0.000000,0.257066547
0.105000,0.000000,0.258202816
0.106000,0.000000,0.258202816
0.107000,0.000000,0.258202816
0.108000,0.000000,0.260034847
0.109000,0.000000,0.244195037
0.110000,0.000000,0.246948787
0.111000,0.000000,0.236790121
0.112000,0.000000,0.240474401
0.113000,0.000000,0.249978886
0.114000,0.000000,0.249073988
0.115000,0.000000,0.251214631
0.116000,0.000000,0.246803089
0.117000,0.000000,0.249229102
0.118000,0.000000,0.251350253
0.119000,0.000000,0.231272793
0.120000,0.000000,0.216800845
