time,u_in,Vin,f_cmd,f_m,eta,v,v_tilde
0.001,0.511745,0.003378,10.000000,-0.118430,-14.611800,5117.448613,590.302303
0.002,1.023240,0.006753,10.000000,-0.118430,-14.552785,5114.949353,589.712152
0.003,1.534485,0.010128,10.000000,-0.118430,-14.493829,5112.450036,589.122591
0.004,2.045480,0.013500,10.000000,-0.118430,-14.434932,5109.950661,588.533619
0.005,2.556218,0.016871,10.000000,-0.117682,-14.376093,5107.386202,587.937749
0.006,3.066692,0.020240,10.000000,-0.115969,-14.317314,5104.737847,587.332833
0.007,3.576844,0.023607,10.000000,-0.107668,-14.258596,5101.516499,586.662644
0.008,4.086796,0.026973,10.000000,-0.113497,-14.199945,5099.524002,586.134418
0.009,4.596488,0.030337,10.000000,-0.112310,-14.141346,5096.921033,585.536563
0.010,5.105931,0.033699,10.000000,-0.112310,-14.082808,5094.421336,584.951176
0.011,5.615123,0.037060,10.000000,-0.112310,-14.024327,5091.921591,584.366374
0.012,6.124056,0.040419,10.000000,-0.111272,-13.965906,5089.331323,583.771778
0.013,6.632739,0.043776,10.000000,-0.111272,-13.907543,5086.831485,583.188155
0.014,7.141172,0.047132,10.000000,-0.111272,-13.849239,5084.331603,582.605115
0.015,7.649355,0.050486,10.000000,-0.111272,-13.790994,5081.831679,582.022658
0.016,8.157225,0.053838,10.000000,-0.104017,-13.732806,5078.697960,581.368236
0.017,8.664900,0.057188,10.000000,-0.110309,-13.674684,5076.747806,580.849927
0.018,9.172247,0.060537,10.000000,-0.101461,-13.616614,5073.474026,580.180744
0.019,9.679622,0.063886,10.000000,-0.133202,-13.558610,5073.751021,579.918125
0.020,10.186825,0.067233,10.000000,-0.142105,-13.500633,5072.030274,579.427386
0.021,10.693755,0.070579,10.000000,-0.139425,-13.442705,5069.295457,578.821307
0.022,11.200561,0.073924,10.000000,-0.153830,-13.384838,5068.057469,578.386676
0.023,11.707172,0.077267,10.000000,-0.160141,-13.327014,5066.110578,577.871546
0.024,12.213581,0.080610,10.000000,-0.165659,-13.269241,5064.094379,577.349000
0.025,12.719618,0.083949,10.000000,-0.151634,-13.211521,5060.363361,576.631548
0.026,13.225404,0.087288,10.000000,-0.151634,-13.153872,5057.863093,576.055062
0.027,13.730940,0.090624,10.000000,-0.151634,-13.096282,5055.362796,575.479153
0.028,14.236226,0.093959,10.000000,-0.151634,-13.038748,5052.862470,574.903819
0.029,14.741487,0.097294,10.000000,-0.177152,-12.981272,5052.606104,574.584247
0.030,15.246472,0.100627,10.000000,-0.174249,-12.923828,5049.850348,573.980778
0.031,15.751366,0.103959,10.000000,-0.192256,-12.866445,5048.934981,573.587009
0.032,16.255967,0.107289,10.000000,-0.187455,-12.809101,5046.011778,572.965557
0.033,16.760336,0.110618,10.000000,-0.189541,-12.751818,5043.695122,572.413592
0.034,17.264416,0.113945,10.000000,-0.185081,-12.694592,5040.801526,571.796725
0.035,17.768157,0.117270,10.000000,-0.174899,-12.637426,5037.402950,571.123248
0.036,18.271451,0.120592,10.000000,-0.152718,-12.580328,5032.945102,570.330462
0.037,18.774497,0.123912,10.000000,-0.152885,-12.523310,5030.459377,569.761951
0.038,19.277239,0.127230,10.000000,-0.146749,-12.466348,5027.416759,569.130965
0.039,19.779739,0.130546,10.000000,-0.147666,-12.409449,5024.997309,568.571154
0.040,20.281940,0.133861,10.000000,-0.142186,-12.352606,5022.012108,567.947918
0.041,20.783978,0.137174,10.000000,-0.152053,-12.295826,5020.384495,567.478788
0.042,21.285767,0.140486,10.000000,-0.152053,-12.239092,5017.883909,566.911452
0.043,21.787305,0.143796,10.000000,-0.152053,-12.182415,5015.383314,566.344682
