time,Vin,Pw,Force
0.000000,0.000000,0.000000,0.099289422
0.001000,0.000000,0.000000,0.099289422
0.002000,0.000000,0.000000,0.113653353
0.003000,0.000000,0.000000,0.113228619
0.004000,0.000000,0.000000,0.112857258
0.005000,0.000000,0.000000,0.099682302
0.006000,0.000000,0.000000,0.099682302
0.007000,0.000000,0.000000,0.078623288
0.008000,0.000000,0.000000,0.078623288
0.009000,0.000000,0.000000,0.092515124
0.010000,0.000000,0.000000,0.094746698
0.011000,0.000000,0.000000,0.096697844
0.012000,0.000000,0.000000,0.104686987
0.013000,0.000000,0.000000,0.117955370
0.014000,0.000000,0.000000,0.091802822
0.015000,0.000000,0.000000,0.087840721
0.016000,0.000000,0.000000,0.090659698
0.017000,0.000000,0.000000,0.105690802
0.018000,0.000000,0.000000,0.099983486
0.019000,0.000000,0.000000,0.096913521
0.020000,0.000000,0.000000,0.096913521
0.021000,0.000000,0.000000,0.096913521
0.022000,0.000000,0.000000,0.096913521
0.023000,0.000000,0.000000,0.103069425
0.024000,0.000000,0.000000,0.104766227
0.025000,0.000000,0.000000,0.118024652
0.026000,0.000000,0.000000,0.110767419
0.027000,0.000000,0.000000,0.091855786
0.028000,0.000000,0.000000,0.091855786
0.029000,0.000000,0.000000,0.097963101
0.030000,0.000000,0.000000,0.105793248
0.031000,0.000000,0.000000,0.100073058
0.032000,0.000000,0.000000,0.095071689
0.033000,0.000000,0.000000,0.096981995
0.034000,0.000000,0.000000,0.076559002
0.035000,0.000000,0.000000,0.068229310
0.036000,0.000000,0.000000,0.060946359
0.037000,0.000000,0.000000,0.067144981
0.038000,0.000000,0.000000,0.066281476
0.039000,0.000000,0.000000,0.064866363
0.040000,0.000000,0.000000,0.064289198
0.041000,0.000000,0.000000,0.057501376
0.042000,0.000000,0.000000,0.051566536
0.043000,0.000000,0.000000,0.052660676
0.044000,0.000000,0.000000,0.060736938
0.045000,0.000000,0.000000,0.073245062
0.046000,0.000000,0.000000,0.071614998
0.047000,0.000000,0.000000,0.076472959
0.048000,0.000000,0.000000,0.074437266
0.049000,0.000000,0.000000,0.077384356
0.050000,0.000000,0.000000,0.075234133
0.051000,0.000000,0.000000,0.067070930
0.052000,0.000000,0.000000,0.066216730
0.053000,0.000000,0.000000,0.071753058
0.054000,0.000000,0.000000,0.071753058
0.055000,0.000000,0.000000,0.060972862
0.056000,0.000000,0.000000,0.067168153
0.057000,0.000000,0.000000,0.078868107
0.058000,0.000000,0.000000,0.076531430
0.059000,0.000000,0.000000,0.078195701
0.060000,0.000000,0.000000,0.075943521
0.061000,0.000000,0.000000,0.073974359
0.062000,0.000000,0.000000,0.091102205
0.063000,0.000000,0.000000,0.106077702
0.064000,0.000000,0.000000,0.089005959
0.065000,0.000000,0.000000,0.085395322
0.066000,0.000000,0.000000,0.082238411
0.067000,0.000000,0.000000,0.085761395
0.068000,0.000000,0.000000,0.101408038
0.069000,0.000000,0.000000,0.103496156
0.070000,0.000000,0.000000,0.098064628
0.071000,0.000000,0.000000,0.098064628
0.072000,0.000000,0.000000,0.108012993
0.073000,0.000000,0.000000,0.119532640
0.074000,0.000000,0.000000,0.112085908
0.075000,0.000000,0.000000,0.095178152
0.076000,0.000000,0.000000,0.097075080
0.077000,0.000000,0.000000,0.098733633
0.078000,0.000000,0.000000,0.112750137
0.079000,0.000000,0.000000,0.137571645
0.080000,0.000000,0.000000,0.158092842
0.081000,0.000000,0.000000,0.164650048
0.082000,0.000000,0.000000,0.164100065
0.083000,0.000000,0.000000,0.156915568
0.084000,0.000000,0.000000,0.151054344
0.085000,0.000000,0.000000,0.139646477
0.086000,0.000000,0.000000,0.142238536
0.087000,0.000000,0.000000,0.138221682
0.088000,0.000000,0.000000,0.126145243
0.089000,0.000000,0.000000,0.117867546
0.090000,0.000000,0.000000,0.135762797
0.091000,0.000000,0.000000,0.151409264
0.092000,0.000000,0.000000,0.152523167
