File,u_amp,K,T,L
step_response_0.8V.csv,121.212121,0.00811612644379419,0.0737285611298345,0
step_response_1.6V.csv,242.424242,0.0260714245735873,0.34212808486726,0
step_response_2.4V.csv,363.636364000003,0.0243422162096138,0.420885754542798,0
step_response_3.2V.csv,484.848485000004,0.026788583802305,0.326236208333963,0
