time,Vin,Pw,Force
0.000000,0.000000,0.000000,-0.231689334
0.001000,0.000000,0.000000,-0.231689334
0.002000,0.000000,0.000000,-0.258986645
0.003000,0.000000,0.000000,-0.273884694
0.004000,0.000000,0.000000,-0.270746839
0.005000,0.000000,0.000000,-0.261720112
0.006000,0.000000,0.000000,-0.253827717
0.007000,0.000000,0.000000,-0.246927110
0.008000,0.000000,0.000000,-0.235618394
0.009000,0.000000,0.000000,-0.237493595
0.010000,0.000000,0.000000,-0.250887297
0.011000,0.000000,0.000000,-0.250639380
0.012000,0.000000,0.000000,-0.233487313
0.013000,0.000000,0.000000,-0.219850536
0.014000,0.000000,0.000000,-0.219850536
0.015000,0.000000,0.000000,-0.209425712
0.016000,0.000000,0.000000,-0.214388011
0.017000,0.000000,0.000000,-0.218726729
0.018000,0.000000,0.000000,-0.208566601
0.019000,0.000000,0.000000,-0.208566601
0.020000,0.000000,0.000000,-0.218069969
0.021000,0.000000,0.000000,-0.215662813
0.022000,0.000000,0.000000,-0.213558150
0.023000,0.000000,0.000000,-0.203825841
0.024000,0.000000,0.000000,-0.203825841
0.025000,0.000000,0.000000,-0.202669027
0.026000,0.000000,0.000000,-0.202197210
0.027000,0.000000,0.000000,-0.201784684
0.028000,0.000000,0.000000,-0.212885438
0.029000,0.000000,0.000000,-0.212885438
0.030000,0.000000,0.000000,-0.227654750
0.031000,0.000000,0.000000,-0.236609505
0.032000,0.000000,0.000000,-0.231872603
0.033000,0.000000,0.000000,-0.236676136
0.034000,0.000000,0.000000,-0.236676136
0.035000,0.000000,0.000000,-0.245052312
0.036000,0.000000,0.000000,-0.239254455
0.037000,0.000000,0.000000,-0.247951334
0.038000,0.000000,0.000000,-0.222939619
0.039000,0.000000,0.000000,-0.219920525
0.040000,0.000000,0.000000,-0.229847192
0.041000,0.000000,0.000000,-0.238526437
0.042000,0.000000,0.000000,-0.240973184
0.043000,0.000000,0.000000,-0.229404740
0.044000,0.000000,0.000000,-0.225573215
0.045000,0.000000,0.000000,-0.241072729
0.046000,0.000000,0.000000,-0.242058146
0.047000,0.000000,0.000000,-0.237389863
0.048000,0.000000,0.000000,-0.238838083
0.049000,0.000000,0.000000,-0.233821129
0.050000,0.000000,0.000000,-0.223151438
0.051000,0.000000,0.000000,-0.220105726
0.052000,0.000000,0.000000,-0.220105726
0.053000,0.000000,0.000000,-0.225545813
0.054000,0.000000,0.000000,-0.222199215
0.055000,0.000000,0.000000,-0.225556348
0.056000,0.000000,0.000000,-0.234774797
0.057000,0.000000,0.000000,-0.238105190
0.058000,0.000000,0.000000,-0.239463519
0.059000,0.000000,0.000000,-0.234367971
0.060000,0.000000,0.000000,-0.236195933
0.061000,0.000000,0.000000,-0.231511001
0.062000,0.000000,0.000000,-0.223833334
0.063000,0.000000,0.000000,-0.245834673
0.064000,0.000000,0.000000,-0.252504872
0.065000,0.000000,0.000000,-0.258336869
0.066000,0.000000,0.000000,-0.257152811
0.067000,0.000000,0.000000,-0.214388352
0.068000,0.000000,0.000000,-0.206160656
0.069000,0.000000,0.000000,-0.205250069
0.070000,0.000000,0.000000,-0.204453909
0.071000,0.000000,0.000000,-0.203757797
0.072000,0.000000,0.000000,-0.190050639
0.073000,0.000000,0.000000,-0.184881311
0.074000,0.000000,0.000000,-0.186644765
0.075000,0.000000,0.000000,-0.194469802
0.076000,0.000000,0.000000,-0.195028330
0.077000,0.000000,0.000000,-0.207630608
0.078000,0.000000,0.000000,-0.200252115
0.079000,0.000000,0.000000,-0.206367202
0.080000,0.000000,0.000000,-0.205430659
0.081000,0.000000,0.000000,-0.204611806
0.082000,0.000000,0.000000,-0.185999449
0.083000,0.000000,0.000000,-0.175056023
0.084000,0.000000,0.000000,-0.165487789
0.085000,0.000000,0.000000,-0.157121934
0.086000,0.000000,0.000000,-0.156090548
0.087000,0.000000,0.000000,-0.166177116
0.088000,0.000000,0.000000,-0.176574194
0.089000,0.000000,0.000000,-0.179381551
0.090000,0.000000,0.000000,-0.175552940
0.091000,0.000000,0.000000,-0.172205446
0.092000,0.000000,0.000000,-0.132178734
0.093000,0.000000,0.000000,-0.140564989
0.094000,0.000000,0.000000,-0.147897396
0.095000,0.000000,0.000000,-0.137149710
0.096000,0.000000,0.000000,-0.137149710
0.097000,0.000000,0.000000,-0.139920726
0.098000,0.000000,0.000000,-0.134767723
0.099000,0.000000,0.000000,-0.142828636
0.100000,0.000000,0.000000,-0.142828636
0.101000,0.000000,0.000000,-0.144262060
0.102000,0.000000,0.000000,-0.157134663
0.103000,0.000000,0.000000,-0.168668049
0.104000,0.000000,0.000000,-0.172468921
0.105000,0.000000,0.000000,-0.191264163
0.106000,0.000000,0.000000,-0.191264163
0.107000,0.000000,0.000000,-0.204053311
0.108000,0.000000,0.000000,-0.197124355
0.109000,0.000000,0.000000,-0.203632487
0.110000,0.000000,0.000000,-0.200942078
0.111000,0.000000,0.000000,-0.200942078
0.112000,0.000000,0.000000,-0.177700458
0.113000,0.000000,0.000000,-0.180366285
0.114000,0.000000,0.000000,-0.176413928
0.115000,0.000000,0.000000,-0.164443188
0.116000,0.000000,0.000000,-0.164443188
0.117000,0.000000,0.000000,-0.166279223
0.118000,0.000000,0.000000,-0.164097099
0.119000,0.000000,0.000000,-0.162189189
0.120000,0.000000,0.000000,-0.164556122
0.121000,0.000000,0.000000,-0.164556122
0.122000,0.000000,0.000000,-0.155378323
0.123000,0.000000,0.000000,-0.154566046
0.124000,0.000000,0.000000,-0.153855843
0.125000,0.000000,0.000000,-0.127510572
0.126000,0.000000,0.000000,-0.123917075
0.127000,0.000000,0.000000,-0.101925594
0.128000,0.000000,0.000000,-0.088980830
0.129000,0.000000,0.000000,-0.085826934
0.130000,0.000000,0.000000,-0.093754742
0.131000,0.000000,0.000000,-0.094403128
0.132000,0.000000,0.000000,-0.101253220
0.133000,0.000000,0.000000,-0.107242505
0.134000,0.000000,0.000000,-0.105280943
0.135000,0.000000,0.000000,-0.098197718
0.136000,0.000000,0.000000,-0.098287783
0.137000,0.000000,0.000000,-0.098366530
0.138000,0.000000,0.000000,-0.098435381
0.139000,0.000000,0.000000,-0.093844166
0.140000,0.000000,0.000000,-0.107047685
0.141000,0.000000,0.000000,-0.112308815
0.142000,0.000000,0.000000,-0.104342442
0.143000,0.000000,0.000000,-0.103660338
0.144000,0.000000,0.000000,-0.125306542
0.145000,0.000000,0.000000,-0.128273197
0.146000,0.000000,0.000000,-0.149716607
0.147000,0.000000,0.000000,-0.168465358
0.148000,0.000000,0.000000,-0.178574887
0.149000,0.000000,0.000000,-0.178574887
0.150000,0.000000,0.000000,-0.179036323
0.151000,0.000000,0.000000,-0.175251094
0.152000,0.000000,0.000000,-0.171941532
0.153000,0.000000,0.000000,-0.181614231
0.154000,0.000000,0.000000,-0.208453088
0.155000,0.000000,0.000000,-0.194688055
0.156000,0.000000,0.000000,-0.195219157
0.157000,0.000000,0.000000,-0.201966704
0.158000,0.000000,0.000000,-0.195299959
0.159000,0.000000,0.000000,-0.184374495
0.160000,0.000000,0.000000,-0.192484822
0.161000,0.000000,0.000000,-0.205859161
0.162000,0.000000,0.000000,-0.204986461
0.163000,0.000000,0.000000,-0.204223427
0.164000,0.000000,0.000000,-0.202972967
