time,Vin,Pw,Force
0.000000,0.000000,0.000000,0.163489816
0.001000,0.000000,0.000000,0.154227377
0.002000,0.000000,0.000000,0.139845705
0.003000,0.000000,0.000000,0.133554472
0.004000,0.000000,0.000000,0.129527584
0.005000,0.000000,0.000000,0.130816150
0.006000,0.000000,0.000000,0.125659605
0.007000,0.000000,0.000000,0.127434235
0.008000,0.000000,0.000000,0.143305463
0.009000,0.000000,0.000000,0.136192297
0.010000,0.000000,0.000000,0.136192297
0.011000,0.000000,0.000000,0.136192297
0.012000,0.000000,0.000000,0.136192297
0.013000,0.000000,0.000000,0.122498890
0.014000,0.000000,0.000000,0.133723500
0.015000,0.000000,0.000000,0.128201607
0.016000,0.000000,0.000000,0.123373615
0.017000,0.000000,0.000000,0.119152326
0.018000,0.000000,0.000000,0.100457675
0.019000,0.000000,0.000000,0.099116088
0.020000,0.000000,0.000000,0.091659905
0.021000,0.000000,0.000000,0.091423878
0.022000,0.000000,0.000000,0.103783883
0.023000,0.000000,0.000000,0.123249892
0.024000,0.000000,0.000000,0.125327336
0.025000,0.000000,0.000000,0.127143721
0.026000,0.000000,0.000000,0.135015037
0.027000,0.000000,0.000000,0.141897215
0.028000,0.000000,0.000000,0.129622125
0.029000,0.000000,0.000000,0.137181996
0.030000,0.000000,0.000000,0.137508680
0.031000,0.000000,0.000000,0.131511127
0.032000,0.000000,0.000000,0.140531891
0.033000,0.000000,0.000000,0.159287171
0.034000,0.000000,0.000000,0.163119222
0.035000,0.000000,0.000000,0.175682374
0.036000,0.000000,0.000000,0.171170958
0.037000,0.000000,0.000000,0.160943278
0.038000,0.000000,0.000000,0.152000846
0.039000,0.000000,0.000000,0.156748524
0.040000,0.000000,0.000000,0.176305822
0.041000,0.000000,0.000000,0.196848803
0.042000,0.000000,0.000000,0.214810276
0.043000,0.000000,0.000000,0.217948274
0.044000,0.000000,0.000000,0.201842383
0.045000,0.000000,0.000000,0.182520798
0.046000,0.000000,0.000000,0.183433226
0.047000,0.000000,0.000000,0.177947809
